,new_kec,old_kec,new_kab,old_kab,new_prov,old_prov,berita
52,kesamben,-,blitar,blitar,jawa timur,jawa timur," Sebanyak tiga petugas dari Bidang Laboratorium Forensik (Bidlapfor)
Kepolisian Daerah (Polda) Jawa Timur melakukan olah tempat kejadian perkara
(TKP) kebakaran Pasar Kesamben, Kabupaten Blitar, Senin (28/11/2022).

Dalam olah TKP tersebut, tim mengobservasi dengan didampingi sejumlah saksi
mata kebakaran di pasar yang terletak sekitar 25 kilometer dari Kota Blitar
itu.

Pantauan _Kompas.com_ , tim tampak memungut sejumlah benda yang telah hangus
dilalap api di sejumlah titik.

Kepala Satuan Reserse Kriminal Polres Blitar AKP Tika Pusvita Sari mengatakan,
saksi mata yang mendampingi tim adalah mereka yang pertama kali melihat
terjadinya kebakaran.

Tim bekerja dengan didampingi saksi mata yang menunjukkan dari mana titik api
itu berasal, ujar Tika di lokasi kebakaran yang terletak sekitar 25 kilometer
dari Kota Blitar itu, Senin.

Berdasarkan keterangan dari sejumlah saksi, kata Tika, api pertama kali muncul
di satu titik di antara 4 kios yang ada di area pasar.

Salah satu kios tersebut, ujar Tika, adalah kios sembako miliki seorang
pedagang bernama Ismiah.

Namun Tika tidak menyebutkan tiga kios lainnya yang kemungkinan juga menjadi
asal terjadinya kebakaran.

Tika menegaskan pihaknya belum dapat menarik kesimpulan apapun terkait
terjadinya kebakaran. Sebab masih harus menunggu hasil penyelidikan dan
penelitian yang dilakukan oleh Tim dari Bidlapfor Polda Jatim.

Kita tunggu dulu hasil penelitian laboratorium atas sejumlah bukti yang akan
dibawa oleh Tim, ujarnya.

Pasar tradisional Kesamben yang terletak di Kecamatan Kesamben terbakar pada
Minggu (27/11/2022) malam sekitar pukul 19.00 WIB.

Api baru benar-benar padam setelah upaya pemadaman dilakukan oleh petugas
pemadam kebakaran yang mengerahkan 11 unit mobil damkar selama 8 jam hingga
Senin sekitar pukul 4.30 WIB.

Sejumlah saksi mata menduga kebakaran berasal dari hubungan arus pendek
listrik yang terjadi di satu titik di tengah area pasar.

Dugaan korsleting listrik sebagai penyebab kebakaran juga disampaikan oleh
warga bernama Budi Susila Jaya yang juga anggota DPRD Kabupaten Blitar.

Budi yang tinggal tidak jauh dari pasar tersebut mengatakan kesemrawutan
instalasi listrik di Pasar Kesamben diduga kuat mengakibatkan korsleting saat
turun hujan dan memicu kebakaran.

Kemungkingan besar karena korsleting listrik. Didalam pasar itu banyak kabel
yang semrawut tidak tertata dengan baik,"" ujarnya.

Menurut Budi, Pasar Kesamben memang sudah waktunya direnovasi karena sudah
tua. Padahal, lanjutnya, pasar itu merupakan penyumbang PAD terbesar kedua di
antara pasar yang lain di Kabupaten Blitar.

 "
53,kesamben,kesamben,blitar,blitar,jawa timur,jawa timur," Pasar Induk Kesamben di Kecamatan Kesamben, Kabupaten Blitar, Jawa Timur,
terbakar pada Minggu (27/11/2022) malam.

Kebakaran yang diketahui pertama kali sekitar pukul 19.30 WIB itu
menghanguskan hampir seluruh bangunan pasar yang terdiri dari ratusan lapak
dan kios. Tidak ada korban luka ataupun jiwa dalam kejadian itu.

Kepala Unit Pemadam Kebakaran Kabupaten Blitar Teddy Prasojo mengatakan, api
baru dapat dipadamkan sepenuhnya sekitar pukul 4.30 WIB, Senin (28/11/2022).
Proses pemadaman berlangsung sekitar 8 jam sejak pukul 20.15 WIB.

Api baru saja dapat sepenuhnya dipadamkan. Pagi ini, sekitar pukul 4.30 WIB,
ujar Teddy saat dikonfirmasi _Kompas.com_ , Senin.

Teddy mengatakan, proses pemadaman dilakukan dengan mengerahkan 11 unit mobil
pemadam kebakaran serta 6 unit mobil tangki pemasok air. Namun, api terus
merambat hingga membakar habis seluruh lapak yang ada di dalam area pasar.

Menurut Teddy, lapak-lapak yang ada di area pasar menggunakan konstruksi kayu
yang mudah terbakar. Selain itu, penggunaan material terpal juga menambah
sulit upaya pemadaman.

Teddy menyebut, total terdapat 260 lapak, 49 kios, dan 50 lapak semi permanen
yang ludes terbakar.

Kendala yang kami hadapi adalah kurangnya pasokan air. Memang ada 6 unit
tangki pemasok air, namun ada 11 unit mobil damkar yang beroperasi, jelasnya.

Teddy mengatakan, 11 unit mobil damkar tidak dapat bekerja optimal lantaran
pasokan air yang terus terlambat. Kata dia, seandainya terdapat dua hidran
saja di sekitar lokasi, maka keterlambatan pasokan air dapat teratasi.

Teddy membenarkan adanya sungai yang hanya berjarak sekitar 10 meter dari
lokasi kebakaran. Namun, akses menuju sungi terbatas sehingga mobi tangki
harus bergantian mengisi air di sungai tersebut.

11 unit mobil pemadam kebakaran itu terdiri dari 2 unit milik Kabupaten
Blitar, 3 unit milik Kota Blitar, 1 unit milik Kabupaten Malang, 3 unit milik
Kabupaten dan Kota Kediri, serta 2 unit milik Kabupaten Tulungagung. Selain
itu, satu unit mobil water cannon milik Polres Blitar Kota juga turut
diterjunkan.

Hingga kini, penyebab kebakaran dari pasar yang terletak sekitar 25 kilometer
dari Kota Blitar ke arah timur itu belum diketahui.

 "
54,kebon jeruk,kebon jeruk,jakarta barat,jakarta barat,dki jakarta,dki jakarta,"\- Kebakaran melanda lapak barang rongsokan di Jalan Musyawarah, Kebon Jeruk,
Jakarta Barat, pada Kamis (1/12/2022) sekitar pukul 08.50 WIB.

Area lapak seluas lebih dari 300 meter persegi itu kini dipenuhi dengan barang
rongsokan seperti botol plastik, kardus, kayu, hingga besi dan seng yang sudah
hangus terbakar.

Perwira Piket Sudin Penanggulangan Kebakaran dan Penyelamatan Jakarta Barat
Sardi mengatakan, selain lapak rongsokan, empat rumah semipermanen juga rata
dengan tanah.

""Ada empat lapak rumah semipermanen yang terbakar, pemiliknya satu orang,""
kata Sardi saat ditemui di lokasi kebakaran, Kamis.

Sementara itu, pemilik lapak bernama Adit (41) mengatakan, lapak itu merupakan
tempat usahanya sejak lima tahun lalu.

Api membakar habis harta benda hingga bisnisnya hingga menyebabkan kerugian
sekitar Rp 100 juta.

""Saya usaha di sini sejak lima tahun lalu, baru kali ini kebakaran. Semua
(barang) elektronik, kulkas, TV, habis. Barang rongsok semua habis, kerugian
ada kali Rp 100 jutaan,"" ungkap Adit dengan wajah yang masih kebingungan
menatap lapaknya.

Petugas menyebutkan tidak ada korban jiwa dalam peristiwa kebakaran itu.
Hingga pukul 10.17 WIB, 70 petugas beserta 14 unit kendaraan pemadam masih
berada di sekitar lokasi kebakaran.

Proses pendinginan masih berlangsung lantaran hawa panas yang masih terasa di
balik barang-barang rongsokan yang terbakar.

 "
55,kebon jeruk,kebon jeruk,jakarta barat,jakarta barat,dki jakarta,dki jakarta,"Kebakaran melanda lapak barang rongsokan di Jalan Musyawarah, Kebon Jeruk,
Jakarta Barat, pada Kamis (1/12/2022) sekitar pukul 08.50 WIB.

Adit (43), pemilik lapak, menceritakan bahwa api pertama kali muncul dari
kabel listrik di lapaknya.

""Tadi korsleting listrik dari kabel yang ada di lapak. Api kena rumah, lalu
saya siram pakai air pakai selang, tapi enggak mati. Api lalu membesar,"" kata
Adit saat ditemui di lokasi kebakaran, Kamis.

Api kemudian membesar hingga menghabisi 4 rumah semipermanennya dan lapak
rongsok seluas 300 meter yang ia sewa sejak 5 tahun lalu.

""Habis semua. Rumah 4 lapak, isinya barang-barang elektronik, kulkas, mesin
cuci. Barang-barang bekas juga banyak banget. Barang rongsok ini mau
disetorkan,"" kata Adit.

Akibat kebakaran itu, Adit dan keluarganya selamat, tetapi ia mengalami
kerugian mencapai Rp 100 jutaan.

Perwira Piket Sudin Gulkarmat Jakarta Barat, Sardi, mengatakan sebanyak 70
personel dan 14 unit kendaraan pemadam kebakaran dikerahkan untuk memadamkan
api.

""Kesulitan pemadaman karena sumber air jauh dan hawa panas di balik seng, jadi
kami harus membongkar untuk mendinginkan,"" kata Sardi di lokasi kebakaran,
Kamis.

 "
56,girimulyo,-,kulon progo,kulon progo,di yogyakarta,di yogyakarta,"KULON PROGO, KOMPAS.com  Mengira pawon atau tungku kayu bakar, seorang lanjut
usia menyalakan api pada kasur yang berada dalam rumah di Pedukuhan Sibolong,
Kalurahan Jatimulyo, Kapanewon Girimulyo, Kabupaten Kulon Progo, Daerah
Istimewa Yogyakarta.

Sebagian isi rumah dan beberapa bagian dinding terbakar akibat perbuatan itu,
yakni di kamar maupun dapur.

Lansia bernama HS ini selamat setelah warga turut membantu memadamkan api.

Nihil korban jiwa pada peristiwa ini. Kerugian sedikitnya Rp 2.000.000, kata
Plh Kasi Humas Polres Kulon Progo, IPTU Dwi Wijayanto melalui pesan singkat,
Selasa (29/11/2022).

HS tinggal bersama P di rumah itu. Kedua lansia ini berusia sekitar 80 tahun.

Hasil pemeriksaan di lokasi, polisi menduga HS merupakan lansia yang pikun. Ia
semula bermaksud merebus air dalam ceret atau teko.

Ia malah meletakkan ceret pada kasur. Diduga karena pikun itu, ia mengira
kasur adalah tungku, kemudian menyalakan api di sana. HS bahkan menunggu di
sampingnya.

Perbuatan itu mengakibatkan api cepat membesar dan merusak tiga kasur, satu
televisi, dan satu penanak nasi atau magic com, dan satu meteran listrik turut
terbakar. Beberapa bagian kayu dinding tampak hangus terbakar, juga beberapa
bagian atap tampak pecah dan bolong.

Bahkan satu meteran listrik ikut terbakar, kata Dwi.

Dukuh (kepala dusun) Sibolong, Suharna mengungkapkan, kedua korban kebakaran
itu dikenal warga sebagai Hadi Sumarto dan Parni. Mereka hidup di rumah tua
ukuran 5x7 meter, berdiri di lereng bukit dan jauh dari tetangga.

Di rumah ini semuanya tua, mulai dari rumahnya yang tua, atapnya tua, bahkan
penghuninya sudah sepuh, kata Suharna.

Mereka hidup sendiri karena semua anaknya merantau di luar DI Yogyakarta.
Mereka ditemani menantu dan cucu yang sibuk bekerja dan beraktivitas di luar
dusun.

Di rumah itu, lansia ini meletakkan tempat tidur di dekat tungku. Mereka
melakukan ini untuk melawan dinginnya cuaca alam Jatimulyo yang memang berada
di dataran tinggi Perbukitan Menoreh.

Terlebih belakangan ini, hujan, kabut dan udara dingin terus terjadi di Bukit
Menoreh. Karena itu mereka suka tidur dekat tungku biar terasa hangat.

Sedikit berbeda dengan polisi, Suharna mengungkapkan, bisa saja kebakaran ini
muncul karena tempat tidur dekat dengan tungku tersebut.

Mungkin lebih dulu kena selimut, kemudian menjalar ke yang lain, bahkan
sampai meteran listrik, kata Suharna. Ia mengungkapkan, kasus ini sejatinya
menjadi pelajaran bersama bahwa warga yang lansia, terutama yang hidup
sendirian, sebaiknya terus memperoleh perhatian.

 "
57,kesamben,-,blitar,blitar,jawa timur,jawa timur," Satu tim dari Bidang Laboratorium Forensik (Bidlabfor) Kepolisian Daerah
(Polda) Jawa Timur dikirim ke lokasi kebakaran Pasar Induk Kesamben, Kabupaten
Blitar.

Tim akan melakukan penyelidikan penyebab terjadinya kebakaran yang berlangsung
pada Minggu (27/11/2022) malam hingga Senin (28/11/2022) pagi.

Kepala Satuan Reserse Kriminal Polres Blitar AKP Tika Pusvitas Sari
mengatakan, saat ini satu tim dari Bidlabfor Polda Jatim tengah menuju ke
lokasi kebakaran guna melakukan penyelidikan.

Tim dari Bidlabfor Polda Jatim sedang dalam perjalanan menuju lokasi, ujar
Tika saat dikonfirmasi wartawan, Senin.

Menurut Tika, tim laboratorium forensik diterjunkan lantaran penyebab
kebakaran hingga kini belum dapat dipastikan.

Tika tidak bersedia memberikan keterangan lebih lanjut terkait kedatangan tim
laboratorium forensik tersebut.

### Dugaan korsleting listrik

Sementara itu, sejumlah sumber menyebutkan bahwa kebakaran itu dipicu oleh
korsleting listrik yang terjadi di sekitar kios penjual mainan anak yang ada
di tengah area pasar.

Dugaan itu, antara lain disampaikan oleh Budi Susila Jaya, anggota DPRD
Kabupaten Blitar yang tinggal tidak jauh dari Pasar Kesamben.

Kemungkingan besar karena korsleting listrik. Di dalam pasar itu banyak kabel
yang semrawut tidak tertata dengan baik,"" ujarnya.

![Kondisi Pasar Kesamben, Kabupaten Blitar pada Senin \(28/11/2022\) subuh
setelah kebakaran yang melanda pada Minggu \(27/11/2022\)
malam.](https://asset.kompas.com/crops/gJCo-
ptth5lPlmbqLhicFKKDBS0=/0x0:0x0/750x500/data/photo/2022/11/28/63842c2b0f36f.jpg)Dok.
Damkar Kabupaten Blitar Kondisi Pasar Kesamben, Kabupaten Blitar pada Senin
(28/11/2022) subuh setelah kebakaran yang melanda pada Minggu (27/11/2022)
malam.

Kebakaran yang menimpa pasar yang terletak sekitar 25 kilometer dari Kota
Blitar ke arah timur itu diketahui saksi mata pertama kali sekitar pukul 19.30
WIB. Selama satu jam sebelum kedatangan petugas pemadam kebarakan (damkar),
warga melakukan upaya pemadaman dengan peralatan seadanya setelah petugas
keamanan pasar membuka pintu gerbang.

Mobil-mobil unit pemadam kebakaran tiba di lokasi sekitar pukul 20.15 WIB dan
api benar-benar dapat dipadamkan sekitar pukul 4.30 WIB, Senin pagi tadi.

Total ada 11 unit mobil damkar dan satu kendaraan water cannon milik
kepolisian setempat yang dikerahkan. Selain itu, terdapat setidaknya 6 unit
mobil tangki yang bertugas memasok kebutuhan air.

Namun, api baru dapat dipadamkan setelah 8 jam dan seluruh lapak yang ada di
area pasar tersebut ludes.

Kepala Unit Damkar Pemerintah Kabupaten Blitar Teddy Prasojo mengatakan, tim
gabungan pemadam kebakaran kesulitan mendapatkan pasokan air lantaran tidak
ada hidran yang tersedia di sekitar lokasi dan wilayah Kecamatan Kesamben. Hal
ini menyebabkan 11 unit mobil damkar tidak dapat bekerja optimal.

""Tapi kami berhasil mencegah api menjalar ke area di sekitar pasar, termasuk
rumah warga,"" ujarnya.

 "
58,-,-,jakarta selatan,jakarta selatan,dki jakarta,dki jakarta," \- Badan Penanggulangan Bencana (BPBD) DKI Jakarta mencatat satu ruas jalan
dan tiga RT di Jakarta Selatan tergenang banjir usai hujan dengan intensitas
sedang hingga deras yang mengguyur sebagian wilayah Ibu Kota.

Berdasarkan data pukul 18. 53 WIB, terdapat satu ruas jalan dan tiga RT di
Jakarta Selatan yang tergenang banjir, kata Pelaksana BPBD DKI Jakarta Isnawa
Adji melalui keterangan tertulis, Sabtu, 3 Desember 2022.

Satu ruas jalan dan tiga RT di Jakarta Selatan yang masih tergenang air, yaitu
Jl. Raya Lenteng Agung (Depan Mall Aeon), Kecamatan Jagkarsa, dan Kelurahan
Tanjung Barat. Namun demikian, saat ini cuaca cerah berawan dan ketinggian air
5 sentimeter pada pukul 18:34 WIB.

Titik Kenal, yaitu Stasiun Tanjung Barat, kondisi awal air masuk setinggi 40
sentimeter, ujarnya.

Untuk personil yang hadir; satu unit TCR BPBD, unit Dishub, PPSU Tanjung
Barat, dan DSDA.

MUTIA YUANTISYA

 "
59,-,-,-,-,dki jakarta,dki jakarta," \- Sekretaris Dinas Sumber Daya Air DKI Jakarta Dudi Gardesi Asikin
mengutarakan, pihaknya dulu tidak begitu fokus pada program gerebek lumpur
lantaran terkendala minimnya sumber daya. Dinas SDA menggencarkan program
tersebut sejak Jakarta kerap banjir.

""Semenjak ada kejadian banjir dan kami coba menghitung (jumlah alat dan
tenaga). Makanya pada saat itu (gerebek lumpur) dicanangkan, kami benar-benar
monitor alat-alat,"" kata dia saat dihubungi Tempo, Jumat malam, 2 Desember
2022.

Sebelumnya, Penjabat (Pj) Gubernur DKI Jakarta Heru Budi Hartono akan
melanjutkan program gerebek lumpur di Ibu Kota. Bahkan, program ini menjadi
salah satu strategi Heru untuk mengatasi banjir Jakarta.

Gerebek lumpur adalah program pengerukan lumpur dengan alat berat. Sebenarnya
aktivitas ini sudah dikerjakan sejak lama di era pemerintahan mantan Gubernur
Fauzi Bowo alias Foke.

Program ini berlanjut hingga kepemimpinan gubernur selanjutnya. Mantan
Gubernur  lalu memberi nama gerebek lumpur pada program tersebut setelah
banjir besar awal 2020.

Ketika banjir sering terjadi di Jakarta, Dudi menceritakan, dinasnya memantau
betul jumlah alat yang dapat dipakai untuk mengeruk lumpur. Selain itu, durasi
waktu perbaikan alat rusak juga diperhatikan.

Tujuannya agar memastikan  berjalan di lima kota Jakarta. Menurut dia, gerebek
lumpur berkontribusi terhadap berkurangnya titik genangan. Bahkan, Dinas SDA
fokus mengeksekusi gerebek lumpur di lokasi langganan banjir.

""Intinya pas mulai ada hujan biasanya kami memonitor lokasi-lokasi yang memang
langganan tergenang,"" jelas dia.

Jika pengerukan gagal meminimalisasi genangan, maka Dinas SDA bakal
mengoperasikan pompa apung atau pompa . Dinas SDA juga rutin mengeruk sedimen
lumpur di saluran air.

 "
60,pancoran,-,jakarta selatan,-,dki jakarta,dki jakarta," \- Penjabat Gubernur DKI Jakarta Heru Budi Hartono mengimbau agar
masyarakat terus berpartisipasi merawat Sungai Ciliwung sebagaimana fungsinya.
Kesadaran ini agar aliran kali tersebut bisa menanggulangi banjir Jakarta
dengan baik.

""Intinya adalah supaya kita sadar Kali Ciliwung harus kita rawat dan tentunya
harus kita benahi, salah satunya untuk penanggulangan banjir dan juga selain
itu fungsinya untuk olahraga, hiburan, dan lain-lain,"" kata Heru di Dukuh
Atas, Ahad, 4 Desember 2022.

Dia mengatakan Menteri Pekerjaan Umum dan Perumahan Rakyat atau PUPR Basuki
Hadimuljono mengusulkan agar ada perlombaan yang memanfaatkan Kali Ciliwung
ini. Pada momen ini, mereka berdua menyempatkan diri menaiki perahu karet
warna oranye.

Heru juga mengimbau agar selalu melihat informasi dari data Badan Meteorologi,
Klimatologi, dan Geofisika (BMKG) dan instansi lainnya. Mengingat saat ini
juga telah memasuki musim hujan dan ada potensi banjir di ibu kota.

""Kami imbau dengan kondisi cuaca atau pun alam yang tidak bersahabat selalu
melihat informasi dari BMKG dan informasi cuaca lainnya,"" tuturnya.

Hari ini, mereka memberi sambutan acara Festival Dayung Ciliwung. Rencananya
Kementerian PUPR juga akan melaksanakan acara ini secara rutin yang melibatkan
warga.

### DKI dan Kementerian PUPR lanjutkan normalisasi Sungai Ciliwung

Pemprov DKI bersama dengan Kementerian PUPR telah sepakat untuk melanjutkan
normalisasi Sungai Ciliwung yang diprioritaskan di tujuh kelurahan.

Kepala Dinas Sumber Daya Air (SDA) DKI Jakarta Yusmada Faizal mengatakan
Pemerintah DKI memulai pembebasan lahan di empat kelurahan tahun depan.

Empat lokasi prioritas pembebasan lahan normalisasi Kali Ciliwung:  
1\. Kelurahan Cililitan, Kecamatan Kramat Jati, Jakarta Timur. Kebutuhan
pembebasan lahan 0,8 hektare  
2\. Kelurahan Rawajati, Kecamatan Pancoran, Jakarta Selatan. Kebutuhan
pembebasan lahan 1,5 hektare  
3\. Kelurahan Cawang, Kecamatan Kramat Jati, Jakarta Timur. Lokasi persisnya
dari MT Haryono mengarah ke Kalibata. Kebutuhan pembebasan lahan 2,25 hektare  
4\. Kelurahan Kampung Melayu, Kecamatan Jatinegara, Jakarta Timur. Kebutuhan
pembebasan lahan 1,95 hektare. Pembebasan lahan dari Jembatan Tong Tek
Jatinegara menuju Pintu Air Manggarai.

### Target 4,8 kilometer normalisasi Sungai Ciliwung

Targetnya, tahun depan bisa melakukan pembebasan lahan seluas 6,45 hektare.
Yusmada menyebut normalisasi Kali Ciliwung dari arah Simatupang ke Manggarai
seharusnya mencapai 19 kilometer.

Akan tetapi, pemerintah DKI dan Kementerian PUPR telah menyepakati normalisasi
Kali Ciliwung di 7 kelurahan prioritas. Proses normalisasi akan dilanjutkan
bertahap yang dimulai di empat dari tujuh kelurahan prioritas pada 2023.

Penjabat (Pj) Gubernur DKI Jakarta Heru Budi Hartono menargetkan merampungkan
normalisasi Sungai Ciliwung sepanjang 4,8 kilometer selama ia menjabat. ""4,8
kilometer, itu panjangnya,"" kata dia di Balai Kota, Jakarta Pusat, Selasa, 8
November 2022.

APBD DKI telah mengalokasikan anggaran Rp 700 miliar untuk pembebasan lahan di
empat keluarahan untuk normalisasi Sungai Ciliwung.

Pemerintah DKI bertanggung jawab membebaskan lahan normalisasi. Sementara itu,
pengerjaan normalisasi sungai akan dilakukan Balai Besar Wilayah Sungai
Ciliwung Cisadane (BBWSCC) Kementerian Pekerjaan Umum dan Perumahan Rakyat
(PUPR).

 "
61,mengwi,mengwi,badung,badung,bali,bali,"\- Pasar Tradisional Adat Mengwi, Banjar Lebah Pangkung, Desa Mengwi,
Kecamatan Mengwi, Kabupaten Badung, Bali, terbakar pada Selasa (29/11/2022)
malam.

Kebakaran yang diketahui pertama kali terjadi pada pukul 20.20 Wita itu
menghanguskan 56 kios pakaian yang terletak di lantai dua bangunan pasar
tersebut.

Kepala Seksi (Kasi) Humas Kepolisian Resor (Polres) Badung, Iptu Ketut Sudana,
mengatakan, tak ada korban luka atau jiwa dalam kejadian tersebut, namun
kerugian materiil diperkirakan mencapai Rp 4 miliar.

Menurut keterangan pedagang bernama I Nyoman Budi (33), lanjut Sudana,
kebakaran tersebut diawali dengan suara letupan yang tidak diketahui
sumbernya.

Dalam waktu singkat, saksi melihat api sudah berkobar di salah satu kios di
lantai dua bangunan pasar tersebut.

""Saksi mencoba untuk memadamkan api namun sudah membesar, lalu saksi berteriak
'kebakaran-kebakaran' dari lantai dua,"" kata Sudana pada Rabu (30/11/2022).

Sudana mengatakan, setelah mendengar teriakan saksi, sejumlah warga kemudian
ikut membantu memadamkan api dan menghubungi Dinas Pemadam Kebakaran (Damkar)
Badung.

Proses pemadaman dilakukan dengan mengerahkan 14 unit mobil Damkar Badung. Api
berhasil dipadamkan pada pukul 21.20 Wita.

Sudana mengatakan, Polres Badung telah menerjunkan tim Identifikasi (Inafis)
untuk menyelidiki penyebab kebakaran tersebut.

""Penyebab kebakaran masih lidik,"" kata dia.

 "
62,barru,-,barru,-,sulawesi selatan,sulawesi selatan,"\-

Sejumlah wilayah di Sulawesi Selatan (Sulsel) diterjang bencana
hidrometeorologi imbas cuaca ekstrem. BMKG memprakirakan cuaca buruk masih
berlangsung hingga hari ini 25 Desember 2022.

BMKG Wilayah IV Makassar mengeluarkan peringatan dini cuaca buruk. Peringatan
dini cuaca ekstrem itu berada di wilayah Makassar, Pinrang, Parepare, Soppeng,
Barru, Pangkep, Maros, Gowa, Takalar, Jeneponto, dan Selayar.

""Monitoring perkembangan dinamika atmosfer terkini menunjukkan indikasi adanya
potensi curah hujan di wilayah Sulawesi Selatan,"" ujar Plh Kepala BMKG wilayah
IV Makassar A Kamal dalam keterangannya, Sabtu (24/12/2022).

  

BMKG memprakirakan hujan intensitas sedang hingga lebat berpotensi terjadi di
wilayah Sulsel bagian barat. Wilayah itu meliputi Pinrang, Parepare, Barru,
Pangkep, Maros, Makassar, dan Takalar.

Potensi hujan lebat juga diprediksi menerjang wilayah Sulsel bagian tengah,
yakni Soppeng dan Gowa. Hal ini juga terjadi di wilayah Sulsel bagian selatan
yang meliputi Jeneponto,dan Kepulauan Selayar.

""Ada potensi angin kencang di pesisir barat dan selatan Sulsel,"" tegas Kamal.

Kamal juga mengimbau masyarakat untuk mewaspadai gelombang tinggi di perairan
sekitar Sulsel. Pemerintah daerah dan masyarakat diharapkan meningkatkan
kesiapsiagaan terhadap potensi terjadinya bencana hidrometeorologi.

""Dampak tersebut antara lain banjir/genangan, banjir bandang, banjir rob,
tanah longsor, angin kencang, pohon tumbang, dan keterlambatan jadwal
penerbangan/pelayaran,"" beber Kamal.

Sejumlah wilayah di Sulsel pun dilaporkan diterjang bencana. Dirangkum Minggu
(25/12), berikut 8 bencana yang terjadi imbas cuaca buruk.

## 1\. Banjir di Maros Sebabkan 1 Warga Tewas

Sebanyak 14 kecamatan di Maros dilaporkan diterjang banjir pada Sabtu (24/12).
Ketinggian air setinggi paha orang dewasa.

""Untuk sekarang ini hampir semua masuk dalam kondisi banjir di 14 kecamatan.
Untuk di Camba debit air sudah cukup tinggi sampai paha orang dewasa,"" kata
Kepala BPBD Maros Fadli saat dihubungi.

Banjir yang terjadi di Kelurahan Cempaniga, Kecamatan Camba, mengakibatkan 1
warga tewas. Wanita inisial TS ditemukan tewas di kediamannya sekitar pukul
07.30 Wita.

""Iya betul, ada yang meninggal di dalam rumah. Orang tua itu,"" kata salah
seorang warga Kecamatan Camba, Nanda kepada wartawan.

Nanda menjelaskan, awalnya warga sempat curiga lantaran tidak melihat TS saat
banjir terjadi. Banjir saat itu sudah setinggi paha orang dewasa.

""Warga ke rumahnya langsung ketuk pintunya, pas dibuka rumahnya, sudah
terapung dalam rumah dan langsung diangkat keluar, namun sudah meninggal,""
sebutnya.

## 2\. Pohon Tumbang di Kantor Gubernur Sulsel

Dua pohon di kantor Gubernur Sulawesi Selatan (Sulsel) di Kota Makassar
tumbang akibat cuaca ekstrem. Pohon tumbang tersebut tepat berada di halaman
depan kantor gubernur.

Peristiwa pohon tumbang ini terjadi sekitar pukul 21.00 Wita, Jumat (23/12).
Satu pohon lainnya yang terletak di bagian tengah halaman depan tumbang
sekitar pukul 03.00 Wita, dini hari.

Petugas Satpol PP Sulsel Darwin menuturkan, pohon tumbang terjadi akibat hujan
dan angin kencang yang berasal dari arah barat, menghantam sejumlah pohon di
kantor gubernur. Dua pohon tumbang sampai tercabut akarnya.

""Jadi saya duduk di pos jaga sementara hujan angin kencang datang dari arah
barat, tidak lama itu pohon di depan saya ini tumbang,"" ujarnya.

 _Simak selengkapnya di halaman berikutnya._

Halaman 1  2  3  4

Selanjutnya __

 "
63,kramat jati,-,jakarta timur,jakarta timur,dki jakarta,dki jakarta," \- Antisipasi genangan saat musim hujan, Pemerintah Kota Jakarta Timur
melakukan kerja bakti dan di Embung Dato Tonggara, Kramat Jati, Minggu. Wali
Kota Jakarta Timur Muhammad Anwar mengatakan pengerukan itu bertujuan menambah
kapasitas daya tampung embung untuk menampung air di RW 11 Kramat Jati itu.

""Kami lakukan kerja bakti sekaligus penanaman pohon di area embung ini,"" kata
Anwar di Jakarta, Minggu, 4 Desember 2022, seperti dikutip dari .

Dalam kerja bakti di Kramat Jati itu, dikerahkan 150 petugas gabungan dari
Satgas Sumber Daya Air (SDA), Bina Marga, Pertamanan dan Hutan Kota, PPSU,
Satpol PP, Gulkarmat, KPKP, Sudin Lingkungan Hidup.

Alat berat ekskavator standar dikerahkan untuk pengerukan lumpur dan sampah di
embung Dato Tonggara. Satu unit pompa stasioner berkapasitas 300 liter per
detik juga diturunkan untuk menyedot air. Pemkot Jakarta Timur juga
mengerahkan 10 truk untuk mengangkut lumpur dan sampah.

Anwar mengatakan kerja bakti di Kramat Jati itu bertujuan untuk penataan
kawasan sekaligus penangulangan banjir. ""Sedikitnya ada 50 pohon pelindung
ditanam untuk menanggulangi banjir dan menata kawasan agar lebih asri dan
bersih,"" ujarnya.

Dengan pengerukan lumpur di Embung Dato Tonggara itu, RW 11 Kelurahan Kramat
Jati diharapkan bebas dari genangan. Sebelumnya, daerah itu langganan banjir,
terutama bila air kiriman datang dari Bogor. ""Mudah-mudahan, ketika hujan
lokal dan ada kiriman debit air yang tinggi dari Bogor melalui Kali Cipinang,
permukiman warga tidak tergenang lagi,"" kata Anwar.

 "
