,new_kec,old_kec,new_kab,old_kab,new_prov,old_prov,berita
2082,-,-,-,-,-,dki jakarta," \- Presiden Joko Widodo atau Jokowi telah mengumumkan larangan ekspor bijih
bauksit mulai Juni 2023. Larangan berlaku untuk semua jenis bauksit mentah,
termasuk yang sudah dicuci atau yang lebih dikenal bauksit bersih alias .

""Selama ini bauksit bisa dicuci kemudian diekspor,"" kata Menteri Koordinator
Perekonomian Airlangga Hartarto dalam konferesi pers larangan ekspor bijih
bauksit bersama Jokowi di Istana Negara, Jakarta, Rabu, 21 Desember 2022.

Larangan ekspor biji bauksit diumumkan Jokowi dua tahun setelah melarang
ekspor bijih nikel per 1 Januari 2022. Larangan ini diberlakukan untuk
hilirisasi bauksit di dalam negeri.

Jokowi memperkirakan kebijakan ini akan meningkatkan pendapatan negara dari Rp
21 triliun menjadi sekitar Rp 62 triliun. Perkiraan ini disampaikan karena
melihat ekspor nikel juga naik setelah terbitnya larangan.

Di sisi lain, Indonesia adalah salah satu negara yang punya cadangan bauksit.
Sementara, Indonesia setiap tahunnya mengimpor alumunium, salah satu produk
turunan bauksit, tidak kurang US$ 2 miliar per tahun.

""Tentu dengan adanya pabrik berproses di Indonesia, US$ 2 miliar ini menjadi
penghematan devisa,"" kata Menteri Koordinator Bidang Perekonomian Airlangga
Hartarto.

   1
   2
   Selanjutnya

 "
2083,-,-,-,-,-,-," \- Presiden Joko Widodo atau Jokowi resmi melarang ekspor bijih bauksit
mulai Juni 2023. Larangan ini diberlakukan setelah pemerintah melihat
keberhasilan pada larangan ekspor nikel yang sudah dijalankan sejak 1 Januari
2020.

""Saya ulangi, mulai Juni 2023,"" kata Jokowi dalam konferensi pers di Istana
Negara, Jakarta, Rabu, 21 Desember 2022.

Bersamaan dengan pelarangan ini, Jokowi menyebut pemerintah akan mendorong
industri pengolahan dan pemurnian bauksit di dalam negeri. Jokowi sadar
kebijakan ini akan membuat ekspor bijih nikel langsung turun.

""Tapi itu biasanya hanya di tahun pertama,"" kata dia. Setelah itu, Jokowi
yakin ekspor bahan olahan berbasis bauksit akan meningkat layaknya nikel di
tahun-tahun berikutnya.

 "
2084,-,-,-,-,-,dki jakarta," \- Menteri Perindustrian Agus Gumiwang Kartasasmita mendukung keputusan
Presiden Joko Widodo atau Jokowi melarang ekspor bijih bauksit mulai Juni
2023. Menurutnya, kebijakan ini menjadi strategi untuk mendorong perkembangan
industri semikonduktor Indonesia.

""Itu (keputusan larangan ekspor bauksit) bagus, kita dukung. Itu salah satu
strategi untuk mendorong hilirisasi Indonesia untuk tumbuh,"" ujar Agus
Gumiwang kepada wartawan di Hotel Ritz Carlton Jakarta, Rabu, 21 Desember
2022.

Agus Gumiwang berujar, saat ini Indonesia sudah memiliki kemampuan untuk
membuat dan sudah saatnya Indonesia masuk ke produksi Dengan pelarangan ekspor
bauksit, Indonesia akan memiliki kecukupan bahan-bahan untuk kebutuhan
industri semikonduktor.

## Ekspor bijih bauksit per Juni 2023

Adapun Presiden Jokowi resmi mengumumkan larangan ekspor bijih bauksit mulai
Juni 2023. Jokowi menyebut larangan ini akan diterapkan bersamaan dengan upaya
mendorong industri pengolahan dan pemurnian bauksit di dalam negeri.

Jokowi pun memperkirakan industrialisasi bauksit di dalam negeri ini akan
meningkatkan pendapatan negara dari Rp 21 triliun menjadi sekitar Rp 62
triliun atau tiga kali lipat. Untuk itu, kata dia, pemerintah akan terus
konsisten melakukan hilirisasi di dalam negeri agar nilai tambah dinikmati di
dalam negeri.

""Untuk kemajuan dan kesejahteraan rakyat,"" kata Jokowi dalam konferensi pers
di Istana Negara, Jakarta, Rabu, 21 Desember 2022.

Larangan ekspor bijih bauksit diumumkan Jokowi dua tahun setelah memberlakukan
larangan ekspor bijih nikel pada 1 Januari 2020. Kepala Negara mengklaim
kebijakan ini sudah meningkatkan nilai ekspor nikel.

Semula Rp 17 triliun atau setara US$ 1,1 juta pada akhir 2014, melonjak jadi
Rp 326 triliun atau setara US$ 20,9 juta pada 2021 alias meningkat 19 kali
lipat. Jokowi memperkirakan akhir tahun ini ekspor nikel akan tembus lebih
dari Rp 468 triliun atau lebih dari US$ 30 miliar.

Oleh karena itu, kata Jokowi, pemerintah terus berupaya meningkatkan industri
pengolahan sumber daya alam dalam negeri. Ekspor bahan mentah akan terus
dikurangi dan hilirisasi industri berbasis sumber daya alam di dalam negeri
akan terus ditingkatkan.

 "
2085,-,-,-,-,dki jakarta,dki jakarta," -Presiden Joko Widodo atau Jokowi mengakui kebijakan larangan ekspor bijih
bauksit yang baru saja diumumkannya akan berimbas pada penurunan pengiriman
komoditas tersebut untuk konsumen di luar negeri pada tahun-tahun awal. Salah
satunya, Indonesia akan kehilangan ekspor bauksit bersih hasil pencucian alias
yang mencapai US$ 500 sampai US$ 600 juta per tahun.

""Biasanya memang terjadi penurunan ekspor awal-awal, tapi itu nanti tahun
kedua ketiga keempat itu mulai kelihatan lompatannya,"" kata Jokowi dalam
konferensi pers di Istana Negara, Jakarta, Rabu, 21 Mei 2022.

Larangan ekspor bijih bauksit diumumkan Jokowi dua tahun setelah melarang
ekspor bijih nikel per 1 Januari 2020. Larangan yang berlaku Juni 2023 ini
diberlakukan demi hilirisasi bauksit di dalam negeri.

Keyakinan ini disampaikan Jokowi setelah melihat keberhasilan yang diraih dari
larangan nikel. Jokowi mengklaim larangan ekspor bijih nikel kini telah
meningkatkan nilai ekspor nikel. Semula hanya Rp 17 triliun atau setara US$
1,1 juta pada akhir 2014.

Ekspor lalu melonjak jadi Rp 326 triliun atau setara US$ 20,9 juta pada 2021
alias meningkat 19 kali lipat. Jokowi memperkirakan akhir tahun ini ekspor
nikel akan tembus lebih dari Rp 468 triliun atau lebih dari US$ 30 miliar.

Itu sebabnya, mantan Gubernur DKI Jakarta ini memperkirakan kebijakan ini
meningkatkan pendapatan negara dari bauksit, dari Rp 21 triliun menjadi
sekitar Rp 62 triliun. ""Pengalaman kami di nikel seperti itu, jadi jangan
ragu-ragu, saya sampaikan pada para menteri jangan bimbang mengenai ini kita
harus yakin,"" kata dia.

Di sisi lain, nilai US$ 500 sampai US$ 600 juta ini hanya satu komponen saja.
Menteri Koordinator Perekonomian Airlangga Hartarto menyebut larangan berlaku
untuk segala bentuk ekspor bauksit mentah, tidak hanya .

""Selama ini bauksit bisa dicuci kemudian diekspor sekarang yang terjadi pun
tidak boleh, harus diproses di Indonesia dan itu mulai Juni 2023,"" kata kepala
negara.

## Selanjutnya: Larangan ekspor bijih bauksit untuk meningkatkan nilai tambah

   1
   2
   Selanjutnya

 "
2086,-,-,-,-,-,dki jakarta,"\- Platform digital untuk UMKM Small Enterprise Hub (SmesHub) menggelar
kegiatan SMEsX 2023 UMKM Melesat pada Kamis (1/12/2022).

Founder & CEO SmesHub Lutpi Ginanjar menjelaskan, target pihaknya tahun depan
adalah menyiapkan UMKM untuk siap ekspor.

""Kami akan siapkan UMKM untuk siap ekspor. Pertama-tama kami ingin standarnya
meningkat. Kalau kualitasnya sudah siap ekspor, pasti pasar lokal nanti akan
menyerap,"" ujar dia dalam konferensi pers, Kamis (1/12/2022).

Dia mengatakan, pasar lokal biasanya akan turut memperhatikan produk UMKM
ketika produknya telah memiliki kualitas ekspor.

Lutpi menjelaskan, UMKM mengalami beberapa hambatan ketika ingin mengembangkan
produknya. Pertama, adalah hambatan terkait Sumber Daya Manusia (SDM) yang
mumpuni.

Kemudian, UMKM masih kesulitan untuk mengakses pasar untuk menyalurkan produk
mereka. Selanjutnya, masalah modal dan pembiayaan masih jadi tantangan untuk
UMKM dapat berkembang.

Dalam konteks ekspor, Lutpi menjelaskan, untuk dapat mengekspor satu produk
UMKM syarat yang dibutuhkan sangat banyak.

""Terakhir tekait produk, produk UMKM seringkali dibuat berdasarkan keinginan
pembuatnya dan bukan kebutuhan pasar. Jadi itu ada miss antara supplier dan
buyer,"" ujar dia.

Lutpi ingin, ke depan UMKM dapat memenuhi terlebihi dahulu permintaan yang ada
di pasar.

Selama 2022 sendiri, SMEsHub telah memiliki 336.000 mitra UMKM, 223 mitra
perguruan tinggi, serta 37 local champion yang tersebar di seluruh Indonesia.

Dalam kegiatan SMEsX ini ada juga pameran dari UMKM lokal seperti Hybere,
Xeiva, Apikmen, SayHey Holiday Club, Pala Nusantara, TFG, Byza.zu, Ultra
Footwear, Jetalla Aneiu, Kopi Berjaya Starke, Tufine, Mall Sampah, Skintella,
Human Greatness, dan Si Daun.

 "
2087,-,-,-,-,-,dki jakarta,"\- Direktorat Penyidikan Jaksa Agung Muda Bidang Tindak Pidana Khusus
(Jampidsus) Kejaksaan Agung (Kejagung) menetapkan dua tersangka dalam perkara
dugaan tindak pidana korupsi kegiatan Skema Kredit Ekspor Berbasis Perdagangan
(SKEBP) daging sapi dan rajungan pada PT Surveyor Indonesia.

Adapun kedua tersangka tersebut yakni BI selaku Direktur Operasi PT Surveyor
Indonesia (PT SI) periode tahun 2016-2018 dan Kepala Sektor Bisnis PIK PT
Surveyor Indonesia (PT SI) periode tahun 2016-2018 inisial AN.

Telah menetapkan dan melakukan penahanan terhadap dua orang tersangka, kata
Kepala Pusat Penerangan Hukum (Kapuspenkum) Kejagung Ketut Sumedana dalam
keterangannya, Kamis (1/12/2022).

Ketut mengatakan, tersangka BI terlibat dugaan tindak pidana korupsi kegiatan
SKEBP daging sapi dan rajungan pada PT Surveyor Indonesia.

Sementara itu, tersangka AN terlibat dalam dugaan tindak pidana korupsi
kegiatan SKEBP daging sapi di PT PT Surveyor Indonesia.

Menurut Ketut, keduanya langsung ditahan di Rumah Tahanan Negara (Rutan)
Salemba Cabang Kejaksaan Agung.

Selama 20 hari terhitung sejak 1 Desember 2022 sampai dengan 20 Desember
2022, ucap dia.

Ia mengatakan, kedua tersangka itu dengan secara melawan hukum telah bekerja
sama merealisasikan kegiatan SKEBP daging sapi dan rajungan yang tidak
memenuhi kaidah ketentuan perusahaan.

Keduanya, kata Ketut, menjadikan PT Surveyor Indonesia sebagai jaminan (
_guarantor_ ) untuk _Bill of Exchange_ (BOE) atas kegiatan bisnis ilegal yang
dilakukan oleh para tersangka.

Sehingga mengakibatkan kerugian keuangan negara, kata dia.

Atas perbuatannya, kedua tersangka disangka melanggar Pasal 2 Ayat (1) dan
Pasal 3 juncto Pasal 9 juncto Pasal 18 Undang-Undang RI Nomor 31 Tahun 1999
sebagaimana diubah dan ditambah dengan Undang-Undang RI Nomor 20 Tahun 2001 jo
Undang-Undang RI Nomor 31 Tahun 1999 tentang Perubahan atas Undang-Undang RI
Nomor 31 Tahun 1999 tentang Pemberantasan Tindak Pidana Korupsi jo Pasal 55
Ayat (1) ke-1 KUHP.

 "
2088,-,-,-,-,-,dki jakarta,"\- Kejaksaan Agung (Kejagung) Republik Indonesia (RI) telah menangkap dan
menahan dua tersangka dalam perkara dugaan tindak pidana korupsi kegiatan
Skema Kredit Ekspor Berbasis Perdagangan (SKEBP) daging sapi dan rajungan pada
PT Surveyor Indonesia (PT SI).

Kedua tersangka adalah Bambang Isworo (BI) selaku Direktur Operasi PT SI
periode tahun 2016-2018 dan Kepala Sektor Bisnis PIK PT SI periode tahun
2016-2018 , Anjar Niryawan (AN).

Untuk kepentingan penyidikan, dilakukan penahanan terhadap dua orang
tersangka tersebut, kata Kepala Pusat Penerangan Hukum (Kapuspenkum) Kejagung
Ketut Sumedana dalam keterangannya, Kamis (1/12/2022).

Ketut mengatakan, keduanya langsung dilakukan penahanan di Rumah Tahanan
Negara (Rutan) Salemba Cabang Kejaksaan Agung selama 20 hari sejak 1 Desember
2022.

Menurut Ketut, tersangka Bambang terlibat dugaan tindak pidana korupsi
kegiatan SKEBP daging sapi dan rajungan pada PT Surveyor Indonesia.

Sedangkan Anjar adalah tersangka dugaan tindak pidana korupsi kegiatan SKEBP
daging sapi di PT Surveyor Indonesia.

Ketut mengungkapkan, kedua tersangka itu dengan secara melawan hukum telah
bekerja sama merealisasikan kegiatan SKEBP daging sapi dan rajungan yang tidak
memenuhi kaidah ketentuan perusahaan.

Keduanya, juga menjadikan PT Surveyor Indonesia sebagai jaminan (guarantor)
untuk _Bill of Exchange_ (BOE) atas kegiatan bisnis ilegal yang dilakukan oleh
para tersangka.

Sehingga mengakibatkan kerugian keuangan negara, ujar Ketut.

Atas perbuatannya, kedua tersangka disangka melanggar Pasal 2 ayat (1) dan
Pasal 3 jo Pasal 9 jo Pasal 18 Undang-Undang RI Nomor 31 Tahun 1999
sebagaimana diubah dan ditambah dengan Undang-Undang RI Nomor 20 Tahun 2001 jo
Undang-Undang RI Nomor 31 Tahun 1999 tentang Perubahan atas Undang-Undang RI
Nomor 31 Tahun 1999 tentang Pemberantasan Tindak Pidana Korupsi jo Pasal 55
ayat (1) ke-1 KUHP.

 "
2089,-,-,-,-,-,dki jakarta," \- Berita terkini ekonomi dan bisnis hingga Rabu sore, 21 Desember 2022
dimulai dengan Menteri Perindustrian Agus Gumiwang Kartasasmita mengatakan
dengan pelarangan ekspor bauksit, Indonesia akan memiliki kecukupan bahan-
bahan untuk kebutuhan industri semikonduktor.

Kemudian informasi dari Apindo, yang menyebutkan ancaman resesi global pada
2023 terhadap industri padat karya, akan berdampak pada pemutusan hubungan
kerja atau PHK.

Selain itu berita tentang kecelakaan pada proyek kereta cepat. Menteri
Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan
mengatakan kecelakaan itu karena human error. Berikut ringkasan dari ketiga
berita tersebut:

1\. Jokowi Larang Ekspor Bauksit, Menperin: Strategi Dorong Hilirisasi
Semiconductor

Menteri Perindustrian Agus Gumiwang Kartasasmita mendukung keputusan Presiden
Joko Widodo atau Jokowi melarang ekspor bijih bauksit mulai Juni 2023.
Menurutnya, kebijakan ini menjadi strategi untuk mendorong perkembangan
industri semikonduktor Indonesia.

""Itu (keputusan larangan ekspor bauksit) bagus, kita dukung. Itu salah satu
strategi untuk mendorong hilirisasi semiconductor Indonesia untuk tumbuh,""
ujar Agus Gumiwang kepada wartawan di Hotel Ritz Carlton Jakarta, Rabu, 21
Desember 2022.

Agus Gumiwang berujar, saat ini Indonesia sudah memiliki kemampuan untuk
membuat ic design dan sudah saatnya Indonesia masuk ke produksi wafer silicon.
Dengan pelarangan ekspor bauksit, Indonesia akan memiliki kecukupan bahan-
bahan untuk kebutuhan industri semikonduktor.

   1
   2
   3
   Selanjutnya

 "
2090,-,-,bintan,jakarta selatan,kepulauan riau,dki jakarta," \- Asosiasi Pengusaha Indonesia atau Apindo menanggapi keputusan Presiden
Joko Widodo alias Jokowi yang melarang ekspor bijih bauksit mulai Juni 2023.
Ketua Bidang Properti dan Kawasan Ekonomi Apindo Sanny Iskandar mengatakan
pemerintah sekarang berorientasi ke program hilirisasi.

Pemerintah sekarang orientasinya ke program hilirisasi industri yang
berbasiskan sumber daya alam, ujar dia konferensi pers di Kantor Apindo,
Jakarta Selatan, pada Rabu, 21 Desember 2022.

Menurut Sanny, keputusan tersebut untuk membatasi sumber daya alam yang
dimiliki Indonesia untuk diekspor secara mentah. Itu betul-betul sekarang
harus ditekankan, ucapnya.

Dia pun menjelaskan bahwa yang sudah dilarang adalah adalah nikel, timah,
tembaga, termasuk emas, dan bauksit itu sendiri. Sanny menuturkan bahwa
smelter untuk nikel di beberapa daerah cukup berkembang, seperti di Sulawesi
Tengah, Sulawesi Tenggara, sampai di Halmahera, Maluku.

Sementara bauksit yang paling besar ada di Pulau Bintan, Kepulauan Riau. Jadi
itu yang mungkin menjadi dasar kenapa pemerintah mendorong untuk program
hilirisasi industri, tutur Sanny.

Sementara, Sekretaris Umum Apindo Eddy Hussy meminta agar larangan tersebut
dipertimbangkan. Dia meminta agar ekspor mungkin tetap bisa dilakukan, tapi
dengan peraturan yang lebih ketat, seperti pajak yang lebhi tinggi.

   1
   2
   Selanjutnya

 "
2091,-,-,-,-,-,dki jakarta,"\- Presiden Joko Widodo (Jokowi) menyebutkan, saat ini banyak negara yang
berkegantungan terhadap Indonesia. Hal ini mengingat besarnya sumber daya alam
(SDA) yang dimiliki oleh Indonesia.

Dalam gelaran Kompas100 CEO Forum 2022 Jokowi bilang, dirinya banyak menerima
panggilan dari pimpinan negara ketika keran ekspor sejumlah komoditas sempat
ditutup. Menurutnya, hal itu menandakan bahwa negara tersebut berkegantungan
terhadap indonesia.

""Sebetulnya ini sudah beberapa kali saya cek, siapa yang bergantung pada kita.
Ternyata banyak sekali. Begitu batu bara kita stop (ekspor) 2 minggu saja,
yang telpon ke Saya banyak sekali, kepala negara, perdana menteri, presiden,""
tutur dia, Jumat (2/12/2022).

Hal serupa juga terjadi saat Indonesia menghentikan ekspor minyak sawit mentah
(CPO) dan turunannya beberapa waktu lalu. Padahal, Jokowi bilang, penghentian
ekspor diperlukan untuk memenuhi kebutuhan dalam negeri.

""Begitu juga minyak, CPO. Begitu kita setop, karena saya harus setop, banyak
pertanyaan dari luar, dari IMF, Bank Dunia, kenapa setop? Karena dalam negeri
barangnya hilang,"" kata dia.

Jokowi menilai, ketergantungan dari negara lain itu menjadi penting bagi
perekonomian nasional. Sebab, negara lain akan terus membutuhkan produk dari
dalam negeri, yang pada akhirnya mendongkrak perekonomian nasional.

Strategi 'ketergantungan produk' itu sebenarnya telah diimplementasikan oleh
Taiwan dan Korea Selatan. Perekonomian kedua negara itu dinilai berkembang
pesat, setelah memiliki produk khusus yang sangat dibutuhkan oleh negara
lainnya.

""Kenapa Taiwan bisa melonjak? Hanya satu contoh saja. Mereka membuat chip,
fokus, strategis, dan kompetitif,"" ujar Jokowi.

""Korea yang membuat mereka melejit hanya salah satunya membuat komponen-
komponen digital. Sehingga perusahaan-perusahaan besar di Amerika tergantung
pada dia,"" tambahnya.

Oleh karenanya, Jokowi mendorong agar potensi besar yang dimiliki Indonesia
mulai dari kekayaan SDA, sumber daya manusia (SDM) yang diwarnai bonus
demografi, hingga pasar yang besar digunakan dalam membangun strategi untuk
mewujudkan Indonesia sebagai negara maju.

Inilah kekuatan yang sering tidak kita sadari dan harus saya ingatkan terus,
termasuk posisi kita di jalur perdagangan dunia. Kekuatan inilah yang harus
kita ingat-ingat terus dalam rangka membangun sebuah strategi besar, bisnis
negara, strategi besar ekonomi negara, agar kita bisa mencapai visi yang kita
inginkan,"" ucapnya.

 "
2092,-,-,-,-,-,dki jakarta," \- Menteri Pertanian atau Mentan Syahrul Yasin Limpo (SYL) menargetkan
ekspor produk perkebunan meningkat hingga Rp100 triliun pada 2023 dengan
perkebunan Indonesia yang sudah masuk level modern dan pengolahan hilirisasi
dan industri yang semakin berkembang.

""Di sini, kita bukan hanya bicara tentang . Tapi, juga ada  baik nasional
maupun internasional. Dan, kita berharap memang dari apa yang ada targetnya
bisa sampai Rp100 triliun untuk ekspor dan lain-lain,"" kata Menteri Syahrul
saat menghadiri Perkebunan Indonesia Expo (Bunex 2022) di Jakarta, Rabu 21
Desember 2022.

SYL mengatakan Kementerian Pertanian atau Kementan sudah memiliki dua program
kerja yang fokus pada pengembangan produk perkebunan Indonesia. Pertama adalah
memperkuat hilirisasi, dan kedua memperkuat peranan industri baik skala kecil
maupun besar.

""Hilirisasi harus makin kuat, misalnya kelapa kita tidak hanya dijual kopra
tetapi juga sudah harus dijadikan santan dan berbagai turunan lain terhadap
kelapa itu. Kedua, kita berharap besok itu kita lebih banyak masuk pada
bioindustri. Jadi, hasil-hasil perkebunan bisa menjadi bahan bakar minyak yang
dibutuhkan dunia. Saya kira ini juga yang bisa meningkatkan pendapatan
masyarakat,"" katanya.

Meski demikian, SYL mengatakan Bunex 2022 harus menjadi refleksi bersama dalam
mengukur seberapa jauh produktivitas yang telah dicapai.

   1
   2
   Selanjutnya

 "
2093,-,-,-,-,-,dki jakarta," \- Badan Pengelola Dana Perkebunan Kelapa Sawit (BPDPSK) menyatakan terjadi
penurunan volume ekspor sawit yang signifikan tahun ini. Penurunan disebabkan
oleh kebijakan atau sebagai produk turunan kelapa sawit.

Larangan ekspor komoditas berlaku di seluruh wilayah Indonesia pada 28 April
2022. Kepala BPDKS Eddy Abdurachman mengatakan volume ekspor CPO dan produk
turunannya 34,67 juta MT pada tahun ini. Angka tersebut turun 2,8 persen dari
volume ekspor tahun sebelumnya yang mencapai 37,78 juta MT.

""Ini menurun yang diakibatkan adanya kebijakan pemerintah melarang ekspor
produk sawit dari April sampai Mei,"" ujarnya dalam konferensi pers di Hotel
Grand Hyatt Jakarta pada Kamis, 22 Desember 2022.

Dari total capaian ekspor tersebut, menurut Eddy, devisa yang dihasilkan ialah
sebesar US$ 30,80 miliar. Ia mencatat jumlah berkontribusi cukup besar
terhadap ekspor non-migas, yakni 14 persen.

Adapun BPDPSK memiliki kewenangan untuk mengambil pungutan dalam setiap
kegiatan eskpor sawit. Dari dana pungutan ekspor atau PE yang terhimpun,
BPDPSK bertugas mengelolanya untuk mengembangkan industri sawit, mulai
penyelenggaraan peremajaan sawit rakyat (PSR), program biodiesel, penelitian
dan pengembangan sawit, dana sosial, serta pemeliharaan infrastruktur.

Dengan turunnya ekspor sawit tahun ini, dana pungutan ekspor atau PE yang
dihimpun oleh BPDPSK pun otomatis ikut anjlok. Tahun ini, total dana pungutan
ekspor yang dikumpulkan BPDPSK sebesar Rp 34,5 triliun--jauh lebih kecil dari
tahun lalu yang mencapai Rp 71,64 triliun. Angka tersebut menurun bukan hanya
disebabkan pelarangan ekspor, tetapi juga kebijakan PE 0 persen yang
berlangsung sejak 15 Juli 2022 hingga 15 November 2022 lalu.

Saat itu, pemerintah membebaskan PE untuk mengakselerasi kegiatan ekspor.
Tujuan utamanya adalah menaikkan harga tandan buah segar atau TBS yang anjlok
setelah adanya larangan ekspor dan kewajiban pemenuhan stok domestik atau DMO.

""Jadi kurang lebih itu empat bulan BPDPKS tidak mendapatkan penerimaan ekspor
karena tarif pungutan ekspor ditetapkan 0 persen,"" kata dia.

Namun sejak 16 November yang lalu, Menteri Keuangan Sri Mulyani telah mencabut
pembebasan PE. Pungutan ekspor kembali berlaku karena pada 16 November dengan
sudah di atas US$ 800 per ton.

Meski demikian, menurut Eddy, kontribusi pungutan ekspor telah berhasil
mendorong hilirisasi. Di samping itu, ia mengklaim capaian kinerja imbal hasil
dana kelolaan BPDPKS di tahun 2022 mencapai Rp 800 miliar. Kinerja nilai
ekspor sawit hingga akhir 2022 pun diproyeksikan mencapai Rp 30,80 triliun,
sementara pada 2021 Rp 30,32 triliun.

 "
2094,-,-,-,-,-,dki jakarta,"Bulu mata palsu menjadi perlengkapan penting kecantikan perempuan dari dulu
hingga masa kini.

Laman sumber bacaan di _Kompas.com_ edisi 25 Oktober 2022 memberikan informasi
bahwa Indonesia menjadi pengeksor bulu mata palsu yang patut diperhitungkan.

Membuat bulu mata palsu menjadi lahan pekerjaan bagi banyak orang di Tanah
Air.

Ikhwal bulu mata palsu memang berangkat dari abad sebelum Yesus lahir alias
abad Sebelum Masehi (SM) di kebudayaan Romawi Kuno.

Kala itu, perempuan di Roma punya aturan akhlak berkenaan dengan perzinahan.

Konon, perempuan yang bulu matanya panjang menunjukkan bahwa yang bersangkutan
masih suci alias belum pernah melakukan hubungan sebadan sebelum menikah
resmi.

![Dewi Ekha Harlasyanti salah satu pengekspor bulu mata asal Purbalingga
](https://asset.kompas.com/crops/FupI-
jhSX-0cE9AWzS3tFq87tPc=/0x0:0x0/750x500/data/photo/2022/11/15/6372d76dc86ea.jpg)Dewi
ekha Dewi Ekha Harlasyanti salah satu pengekspor bulu mata asal Purbalingga

Sebaliknya terjadi dengan perempuan dengan bulu mata pendek.

Pada abad ke-19, bulu mata palsu juga menjadi alat bantu pekerja seks.

Selain untuk menambah daya tarik, bulu mata palsu bagi pekerja seks adalah
pelindung mata dari cairan tubuh yang keluar dari tubuh klien saat
bersenggama.

![Bulu mata palsu dari brand Lumi
Beauty](https://asset.kompas.com/crops/Ur_KgRFfseWCZ00tTSiRTJen9jE=/61x0:957x597/750x500/data/photo/2018/04/27/2417044897.jpg)KOMPAS.com/Lusia
Kus Anna Bulu mata palsu dari brand Lumi Beauty

Laman sumber bacaan milik Grup Kompas Gramedia (KG), _grid.id_ edisi 8 Januari
2018 memberikan catatan bahwa kebiasaan perempuan menanam bulu mata palsu
dimulai pada 1899.

Di Paris, yang menjadi pusat mode dunia, tanam bulu mata palsu menjadi lebih
populer.

Telusuran catatan juga menunjukkan bahwa bulu mata palsu pada sekitar 1900
hingga 1950 menjadi ikon bagi artis film, khususnya di Hollywood, AS.

![Bulu mata palsu dan wig produksi Indonesia kembali menjadi primadona dalam
pameran produk kosmetik dan kecantikan COSMOPROF, di Bologna, Italia, 14?18
Maret
2019.](https://asset.kompas.com/crops/2Klx9Xz1PJMKwJNlHQ6IVvfoujA=/0x124:742x618/750x500/data/photo/2019/03/21/4108889903.jpeg)DOKUMENTASI
KBRI ROMA Bulu mata palsu dan wig produksi Indonesia kembali menjadi primadona
dalam pameran produk kosmetik dan kecantikan COSMOPROF, di Bologna, Italia,
14?18 Maret 2019.

Eksistensi bulu mata palsu berkembang sampai sekarang.

Menjadi tren kecantikan, bulu mata palsu adalah perlengkapan pilihan perempuan
Generasi Milenial hingga Generasi Z.

 "
