,new_kec,old_kec,new_kab,old_kab,new_prov,old_prov,berita
8742,-,-,-,-,-,-,"\-

Wakil Ketua MPR Arsul Sani dan Yandri Susanto menerima kunjungan Presiden
Vietnam Nguyen Xuan Phuc ke MPR. Kunjungan tersebut merupakan rangkaian
kunjungan kenegaraan Presiden Nguyen di Indonesia.

Kunjungan Presiden Nguyen dilakukan di Gedung Nusantara III, Komplek Gedung
DPR Senayan, Kamis(22/12) kemarin dan membahas sejumlah kerja sama antara
Indonesia dan Vietnam yang perlu ditingkatkan.

Arsul Sani mengatakan banyak hal yang dibahas dalam pertemuan tersebut.
Sebagai wakil parlemen, pimpinan MPR menyoroti sejumlah peningkatan kerja
sama, salah satunya adalah di sektor pertanian. Olahraga pun juga menjadi
sektor yang dibahas dan Indonesia perlu menjalin kerja sama dalam peningkatan
prestasi sepak bola.

Lebih lanjut, ia mengatakan sebagai anggota parlemen, pimpinan MPR mendukung
segala sesuatu yang sudah disepakati dan menjadi bentuk kerja sama antara
Presiden Joko Widodo (Jokowi) dan Presiden Nguyen.

""Sebagai partai koalisi pendukung pemerintahan, pasti kita akan mendukung
kesepakatan kedua negara,"" kata Arsul Sani dalam keterangannya, Jumat
(23/12/22).

Ia berharap hubungan yang dijalin dengan Vietnam tidak hanya antar pemerintah
namun juga antar parlemen. Menurutnya ini menjadi penting, karena sebagai
wakil rakyat nanti bisa saling bertukar cerita.

Arsul Sani menambahkan terkait solat batas laut Indonesia dan Vietnam yang
masih menjadi polemik, hal itu masih ditangani pemerintah.

""Masalah itu tengah dibahas oleh pemerintah,"" tandasnya.

Sebagai informasi, kunjungan Presiden Nguyen ke DPR dilakukan sebelum dirinya
melanjutkan agenda kunjungan kenegaraan di Indonesia menemui pimpinan DPR dan
Presiden Jokowi.

[Gambas:Video 20detik]

 "
8743,-,-,-,-,-,-,"\-

Tim bola basket Jan Ethes, Humble Basketball Academy, kembali meraih
kemenangan dalam Exhibition Game KU-8 yang digelar di GOR Sritex Arena Solo,
malam tadi. Humble mengalahkan SD Muhammadiyah Sapen Jogja dengan skor 8-11.

Jan Ethes main sejak game pertama dimulai. Putra sulung Gibran Rakabuming Raka
dan Selvi Ananda itu terlihat hanya sesekali memegang bola.

Game pertama berakhir dengan skor 7-2 untuk keunggulan SD Muhammadiyah Sapen.
Di babak kedua Humble bisa mengejar ketertinggalan dan melakukan comeback
hingga berhasil memenangkan pertandingan dengan skor akhir 8-11.

  

Usai pertandingan, Jan Ethes mengaku tidak terlalu kesulitan dalam permainan.
Bahkan, lebih mudah ketimbang laga sebelumnya.

""Nggak (kesulitan), Lebih gampang,"" kata Ethes di Gor Sritex Arena, Kamis
(22/12/2022).

Ethes ternyata mendapat suntikan semangat dari kakeknya yakni Presiden Jokowi.
Sebelum pertandingan, Jokowi sempat berpesan agar Ethes bermain lebih semangat
lagi.

""(pesan Jokowi) Lebih semangat lagi,"" pungkasnya.

Terpisah, pelatih Humble Basket Ball Academy, Prasetya Adi Guntara mengataka
pertandingan berjalan dengan seru.

""Pertandingan seru, lawan memberikan perlawanan dengan sengit. Sebenernya
basket KU 8 itu fun, tidak ada menang, tidak ada kalah. Yang penting anaknya
suka main basket,"" kata dia.

Dirinya menjelaskan posisi Jan Ethes lebih ke pada point guard. Menurutnya, di
game pertama putra Gibran Rakabuming Raka itu masih grogi.

""Mungkin karena banyak suporter. Di game kedua dia lebih berani lagi. Dia
membawa bola, passing ke temennya, kemudian mengambil bola dari lawannya lebih
semangat,"" jelasnya.

  
  
  
[Gambas:Video 20detik]  

 "
8744,-,-,sleman,-,di yogyakarta,-,"\-

Gawang Persis Solo bergetar saat laga baru berjalan dua menit. Brylian Aldama
melesatkan tendangan jarak jauh hingga membentur mistar gawang.

Di menit ke-13, giliran kiper Persebaya Ernando Ari yang diuji. Ernando
menepis tendangan keras yang dilesatkan Ryo Matsumura.

Dua menit berselang, Silvio Junior (Juninho) mengejutkan lini pertahanan tim
tamu. Ia melesatkan tendangan mendatar. Bola melesat tipis di samping gawang
Persis yang dijaga Gianluca.

Pada menit ke-22, Persis mendapat peluang emas. Namun tendangan Messidoro
terlalu lemah. Sehingga bola bisa dengan mudah diblok oleh bek Persebaya, Leo
Lelis.

Lini pertahanan tim tuan rumah kembali digempur. Dalam kemelut di mulut gawang
Persebaya, Ryo melesatkan tendangan keras terukur. Lalu Ernando melakukan
penyelamatan gemilang dengan menepis bola.

Hingga babak pertama berakhir, tak ada gol yang tercipta. Skor sementara 0-0.

Di awal babak kedua, kemelut terjadi di mulut gawang Persebaya. Berawal dari
sepak pojok, peluang emas Persis gagal dikonversi menjadi gol.

Petaka kembali datang ke gawang Persebaya pada menit ke-60. Ryo meliuk-liuk
lalu melesatkan tendangan keras terukur. Lalu Ernando menepis bola sambil
menjatuhkan badan.

Belum sempat berdiri tegak, Ernando terjatuh kembali menghalau tendangan dari
Rodriguez. Gawang Persebaya selamat dari kebobolan.

Lima menit berselang, giliran Persebaya yang menebar ancaman. Berawal dari
tendangan bebas, Juninho mendapat umpan manis. Ia lalu mengarahkan bola ke
tiang jauh dari gawang Persis. Bola tersebut bisa ditepis Gianluca.

Pada menit ke-88, Ferdinand Sinaga membobol gawang Persebaya. Namun wasit
menganulir gol tersebut. Wasit menilai Ferdinand offside.

Hingga laga usai, tak ada gol tercipta. Skor akhir 0-0.

Persebaya menjamu Persis Solo dalam laga Liga 1 2022/2023 pekan ke-16. Laga
tersebut digelar di Stadion Maguwoharjo Sleman, Rabu (21/12/2022) pukul 15.00
WIB.

  
  
  
[Gambas:Video 20detik]  

 "
8745,-,-,sleman,surabaya,di yogyakarta,jawa timur,"\-

Tidak ada pemenang dalam lanjutan Liga 1 antara Persebaya Surabaya kontra
Persis Solo. Duel berakhir imbang tanpa gol.

Matchday ke-16 Liga 1 2022 mempertemukan Persebaya vs Persis. Laga berlangsung
di Stadion Maguwuharjo, Sleman, Rabu (21/12/2022) sore WIB.

Persebaya tampil menyerang dalam 10 menit awal pertandingan. Namun, belum ada
serangan yang membahayakan gawang lawan.

Persis selanjutnya mendominasi permainan. Pergerakan bola dari kaki ke kaki
dilakukan Alexis Messidoro cs.

Persis nyaris mencetak gol pada menit ke-20. Bola tembakan Ryo Matsumoto di
kotak penalti bisa ditepis kiper dan membentur tiang gawang.

Peluang kembali didapat Persis dua menit berselang lewat Fernandes Rodriguez.
Bola tembakan jarak dekatnya bisa diblok barisan pertahanan Persebaya.

Laskar Sambernyawa terus memberikan ancaman sebelum turun minum. Buruknya
penyelesaian akhir membuat babak pertama ditutup dengan skor kacamata 0-0.

Persis kembali mendominasi permainan di awal babak kedua. Dua percobaan dari
Ryo Matsumura dan Fernando Rodriguez pada menit ke-59 bisa dibendung kiper
Persebaya, Ernando Ari.

Persebaya balik mengancam lima menit berselang. Peluang Silvio bisa
dimentahkan penjaga gawang Persis, Gianluca Pandeynuwu.

Persis hampir memecah kebuntuan dari situasi sepak pojok pada menit ke-70.
Ferdinand Sinaga menyambut bola corner dengan sundulan, tapi bola mencium
mistar gawang.

Ferdinand Sinaga membobol gawang Persebaya lewat tembakan mendatar pada menit
ke-88. Gol tak dianggap karena Ferdinand lebih dulu offside saat menerima
umpan Messidoro.

Kedua tim gagal mencetak gol hingga pluit panjang berbunyi. Persebaya vs
Persis tuntas 0-0.

Tambahan satu angka tak mengubah posisi Persebaya di urutan ke-11 dengan 19
poin. Persis dua tingkat di bawahnya dengan 16 poin.

Persebaya Surabaya: Ernando Ari Sutaryadi; Koko Ari Araya, Leo Lelis, Riswan
Lauhim, Altariq Ballah; Muhammad Slamat, Muhammad Hidayat; Brylian Aldama,
Higor Vidal, Sho Yamamoto; Silvio.

Persis Solo: Gianluca Pandeynuwu; Muhammad Lestaluhu, Jaime, Fabiano Da Rosa,
Gavin Adsit; Alexis Messidoro, Shulton Fajar, Alfath Fathier; Ryo Matsumura,
Fernando Rodriguez, Irfan Jauhari.

  
  
  
[Gambas:Video 20detik]  

 "
8746,-,-,bantul,makassar,di yogyakarta,sulawesi selatan,"\-

PSM Makassar akan menjalani laga berat menghadapi Borneo FC dalam lanjutan
pekan ke-17 Liga 1 2022/2023. Juku Eja patut mewaspadai permainan cepat yang
diterapkan Pesut Etam.

""Lawan Borneo akan jadi pertandingan seru. Kita tahu Borneo adalah tim yang
kuat dan semua pemain Borneo bagus sama seperti PSM,"" kata pengamat sepak bola
Budiardjo Thalib saat berbincang dengan , Rabu (21/12/2022).

""Yang harus kita lakukan bagaimana menghadapi Borneo yang melakukan permainan
cepat dari kaki ke kaki, dan umpan-umpan terukur,"" sambungnya.

  

Pertandingan Borneo FC melawan PSM Makassar akan berlangsung di Stadion Sultan
Agung, Bantul, Jumat (23/12). _Kick-off_ dimulai pukul 21.15 Wita.

Wiljan Pluim Cs juga diingatkan agar mengantisipasi dua pemain Borneo FC. Dua
pemain yang dimaksud, yakni top skor Matheus Pato dan pemain sayap Terens
Puhiri.

""Utamanya 2 pemain mereka di situ, apalagi ada striker Mereka Pato, di kiri
ada Terens Puhiri. Nah ini yang harus dihambat oleh pemain-pemain PSM,"" papar
Budiardjo.

Menurut Budiardjo, kedua pemain itu perannya sangat krusial di Borneo FC. Lini
tengah PSM harus bekerja ekstra membantu pertahanan demi meredam serangan-
serangan dari kedua pemain tersebut.

""Karena gol dari Borneo selama ini selalu Lewat dari samping, ini yang patut
diwaspadai pemain-pemain PSM dan gelandang bertahan daripada PSM,"" tegasnya.

""Borneo pasti tidak mau kalah pasti mau juga memimpin klasemen di putaran
pertama,"" tambah Budiardjo.

Namun Budiardjo meyakini jika pelatih Bernardo Tavares telah menyiapkan skema
yang cocok untuk meredam permainan Borneo FC. Apalagi PSM juga memburu
kemenangan demi mempertegas posisi di papan atas klasemen di Putaran pertama
Liga 1.

""Bernardo Tavares pasti lebih paham dengan karakter para pemain mereka. Saya
yakin Bernardo Tavares bisa melihat video pertandingan dari Borneo selama
ini,"" pungkasnya.

Saat ini PSM Makassar menduduki posisi 2 dengan poin 32 atau sama dengan
pemuncak klasemen Madura United. Sementara Borneo FC terus membayangi di
posisi 3 dengan 31 poin, disusul Bali United di posisi 4 dengan 30 poin.

  
  
  
[Gambas:Video 20detik]  

 "
8747,cibinong,-,bogor,-,jawa barat,jawa barat,"\-

Ajang ""The Finals"" Livin by Mandiri Indonesia 3X3 Tournament 2022 tuntas.
Edisi pertama diklaim sukses dan tahun depan bakal diagendakan tur Eropa.

Pada partai puncak yang digelar di Cilandak Town Square (Citos) 26-27 November
2022, para pengunjung mall yang melintas selalu menyiapkan waktu khusus untuk
menonton pertandingan seru turnamen bola basket 3x3 kelompok umur U-18 dan
U-23 tersebut.

""Ini kegiatan yang sangat bagus. Berguna bagi anak-anak muda. Ini pertama kali
saya lihat ada turnamen basket 3x3 saat berkunjung di Citos. Saya berharap
kegiatan seperti ini bisa diselenggarakan di mana-mana karena bagus untuk
ekosistem bola basket 3x3,"" jelas Camille Benedetto dari Perancis yang sedang
mencari makan siang di Citos bersama keluarga.

Para peserta ""The Finals"" memang layak menyita perhatian publik. Mereka adalah
32 tim terbaik dari masing-masing provinsi yang disinggahi turnamen bikinan
Supersport Sensation (SSS) International bekerja sama dengan PP PERBASI dan
disponsori oleh Bank Mandiri tersebut.

Perjuangan mereka ke ""The Finals"" berawal dari penyisihan kota yang diputar di
Jakarta pada 17 Maret lalu. Kemudian bergeser ke Jawa Barat, Jawa Tengah, dan
Jawa Timur. Total turnamen edisi perdana ini diramaikan 3.231 atlet dari 839
tim di Indonesia.

Kayla Fakhira, pemain dari SMAN 3 Cibinong mengaku sangat senang dengan
turnamen ini. Apalagi selama di ""The Finals"" semua fasilitas disiapkan oleh
panitia penyelenggara. Mulai dari penginapan, akomodasi, dan makan.

""Fasilitas ini sangat membantu. Jauh dari Bogor. Jadi kalau dikasih penginapan
di Jakarta bagus. Fasilitas yang diberikan oke, sangat membantu. Pertemuan
dengan tim-tim dari daerah lain juga membuat saya menambah teman. Kami bisa
kenalan dan ngobrol juga,"" ujar Kayla.

Bank Mandiri, selaku sponsor utama dari turnamen ini mengaku, bangga atas
terlaksananya kegiatan ini hingga akhirnya mendapatkan sang juara nasional di
masing-masing kategori. Diwakili Vice President KC Jakarta Fatmawati Dini
Erlinda, Bank Mandiri menegaskan akan selalu support setiap kegiatan anak
bangsa, terutama bola basket.

""Saya bangga berada di sini, di tengah anak-anak muda hebat Indonesia.
Pastinya Bank Mandiri akan siap support untuk setiap aktifitas kegiatan anak
Indonesia. Setelah perjalanan panjang beberapa bulan, Mandiri senang support
kegiatan ini bahkan nanti kalau perlu ke luar negeri,"" terang Dini.

Direktur PT SSS International Azwan Karim mengatakan, potensi mencari
pengalaman bertanding ke luar negeri sangat terbuka. Tapi kesempatan itu bukan
rangkaian dari pelaksanaan tahun ini melainkan seri tahun depan.

""Tahun depan, setelah melakukan pembicaraan bahwa 2023 akan kita gelar lagi.
Jadi harus latihan keras lagi dengan begitu tahun depan bisa lebih
diperlihatkan lagi. Bahkan ada kemungkinan kita akan ikut challenger di Asia
Tenggara, Asia atau bahkan di ajang internasional, seperti ke Eropa. Ini
karena kita ingin parameter tidak hanya di Indonesia tapi juga ingin tahu
level kita dimana,"" jelas Azwan.

Karena program ini untuk membantu PP PERBASI menyiapkan talenta-talenta muda,
Azwan melibatkan tim pencari bakat (talent scouting). Sehingga bakat yang
ditemukan juga akan terpantau oleh federasi yang bertanggung jawab terhadap
basket nasional.

""Untuk season depan yang akan dimulai Februari, kami akan coba laksanakan di
luar Jawa. Ada Bali dan Sumatera masuk nominasi. Kami ingin membantu
menyajikan pemain potensial hingga ke daerah,"" jelas Azwan.

Mochammad Reza, Event Manager Togo, mengapresiasi terselenggaranya turnamen
basket 3x3 ini. Rencana menggelar Livin by Mandiri Indonesia 3X3 Tournament
sampai ke luar Jawa disambut baik.

""Kami senang menjadi bagian dari kegiatan ini karena sesuai dengan market Togo
untuk anak muda yang aktif. Ke depan kami sangat senang jika jangkauan
kegiatan bisa diperluas lagi. Tidak hanya di Jawa. Ini sesuai dengan misi Togo
yang menjangkau semua masyarakat di Indonesia,"" jelas Reza.

  
  
  
[Gambas:Video 20detik]  

 "
8748,-,-,-,-,-,-,"\-

Satria Muda kembali mematok target menjadi juara di Indonesia Basketball
League (IBL) musim 2023. Harapan itu disampaikan Presiden Klub Satria Muda,
Baim Wong.

Baim memaparkan target itu di sela-sela perayaan atas prestasi Satria Muda
dalam dua musim terakhir yang sukses menjadi juara back to back di kompetisi
bola basket nasional.

""Insya Allah tahun depan kita juara lagi, Insya Allah,"" ucap Baim di acara
Back2Back Celebration & Champions Banner Reveal, di BritAma Arena, Mahaka
Square, Sabtu (3/12/2022).

Bukan tanpa alasan, Baim mengatakan demikian. Ia meyakini hal tersebut karena
ia menilai mental timnya saat bertanding paling baik di antara tim-tim basket
lainnya.

Hal itu juga dibuktikan saat Satria Muda sukses menjadi juara beruntun, dalam
dua edisi terakhir, yang juga sekaligus mengukuhkan prestasi mereka yang akan
menginjak usia 30 tahun.

""Yang saya lihat karakter dari pemain, staf, semuanya termasuk Pak Etho (Erick
Thohir), mencontohkan saya bagaimana menjadi juara. Saya belajar mental ketika
bertanding. Bagi saya, mental nomor satu ya di Satria Muda,"" ujarnya.

Patut diketahui, Satria Muda pernah juara back to back bukan kali pertama.
Sebelumnya, klub yang ber-home base di Mahaka Arena ini pernah menjadi juara
dari enam kali beruntun sejak 2006 sampai musim 2011-2012.

Setelah itu, Aspac sukses merebut kedigdayaan Satria Muda. Sebelum akhirnya,
klub asal Jakarta itu kembali juara pada musim 2014-2015, 2018, 2021, dan
2022.

""Sejak awal saya membina Satria Muda ialah perjalanan membangun karakter anak
bangsa Indonesia ke depan. Juara simboliknya, itu prestasi luar biasa. Tapi
karakter ini yang mau dibangun,"" kata Erick Thohir, tokoh olahraga nasional.

""Kontribusi bagaimana karakter generasi muda ke depan itu harus lebih baik.
Apalagi kita di era kompetisi yang lebih tinggi,"" Erick menambahkan.

""Lihat saja Kejuaraan Dunia (Piala Dunia) tiga klub Asia masuk 16 besar.
Artinya ada peningkatan. Pasti mereka membangun kultur dan budaya. Jepang dan
Korea masuk. Australia tidak usah dibahas, tapi itu lah representasi Asia.""

""Nah, inilah kultur-kultur ini yang kita harapkan bagaimana kita juga dorong
pembangunan karakter generasi muda kita. Apalagi sekarang mayoritas muda,""
ujar Erick.

  
  
  
[Gambas:Video 20detik]  

 "
8749,-,-,-,-,bali,-,"\-

PSIS Semarang akan bertanding melawan Bali United hari Kamis (22/12) besok di
Stadion Manahan Solo. Kondisi pemain dan padatnya jadwal pertandingan menjadi
tantangan bagi Laskar Mahesa Jenar.

Pelatih PSIS, Ian Andrew Gillan mengatakan Bali United merupakan lawan kuat.
Maka evaluasi terus dilakukan oleh PSIS termasuk melakukan analisa video dari
pertandingan melawan PSM Makasar.

""Jadwal memang banyak bertemu top five klasemen saat ini dan enam game
terakhir cukup sulit bagi kami dan jadi PR PSIS agar bisa dapat hasil positif
walau jadwal cukup padat, cedera pemain, dan beberapa problem lainnya, "" kata
Ian dalam jumpa pers daring, Rabu (21/12/2022).

  

Meski demikian Ian menegaskan para pemain sudah menyiapkan diri secara
maksimal. PSIS, lanjut Ian, punya pemain-pemain hebat contohnya kolaborasi
Carlos Fortes dan Taisei Marukawa.

""Mereka (Bali United) tim yang bagus. PSIS fokus cara melawan seperti di depan
kita ada Fortes dan Taisei. Evaluasi laga sebelumnya kita memang kurang
menangkap peluang, itu yang perlu dimanfaatkan dengan kreatif lagi saat
melawan Bali United,"" tegasnya.

Dia juga berkomentar soal pertandingan sistem bubble yang bisa mempengaruhi
kondisi fisik pemain dan berpotensi mengakibatkan cedera. Untuk diketahui
beberapa pemain PSIS yang cedera yaitu Alfeandra Dewangga Santosa, Hari Nur
Yulianto, dan yang terbaru yaitu, Wahyu Prasetya.

""Kami paham kondisi Indonesia setelah tragedi. Tapi seprofesionalnya pemain
jika dalam 20 hari 6 pertandingan tetap berpengaruh ke kondisi fisik pemain.
Maka semua putar otak,"" katanya.

Sementara itu Taisei Marukawa juga sempat menyebut soal padatnya jadwal
pertandingan. Namun sebagai pemain sepak bola, ia cukup senang dengan
digelarnya pertandingan dan bersiap dalam laga melawan Bali United.

""Bali United juara musim lalu jadi punya kualitas yang bagus. Tapi kami tidak
takut karena punya pemain berkualitas seperti Fortes. Kami percaya bisa
menang,"" kata Taisei Marukawa.

""(Bubble) Memang berat untuk fisik tapi saya enjoy dengan situasi. Saya
seorang pesepakbola senang kalau ada match day,"" imbuhnya.

  
  
  
[Gambas:Video 20detik]  

 "
8750,-,-,bantul,makassar,di yogyakarta,sulawesi selatan,"\-

Borneo FC harus kehilangan sang kapten Diego Michiels saat menghadapi PSM
Makassar pada pekan ke-17 Liga 1 2022/2023. Absennya bek sayap Pesut Etam ini
dinilai bakal jadi keuntungan bagi tim Ramang.

Pertandingan Borneo FC melawan PSM Makassar akan berlangsung di Stadion Sultan
Agung bantul, Jumat (23/12/2022). Diego Michiels absen dalam laga itu usai
mendapat sanksi larangan bermain dari Komisi Disiplin (Komdis) PSSI.

""Iya ini bisa jadi keuntungan karena kan Diego Michiels ini punya kualitas dan
kapten juga. Jadi ada pengaruhnya,"" kata pengamat sepak bola Assegaf Razak
saat berbincang dengan , Rabu (21/12).

  

Namun mantan pelatih PSM ini menilai jika pelatih Andre Gaspar pasti telah
menyiapkan alternatif pengganti. Pemain lain yang memiliki kualitas sama
baiknya dengan Diego Michiel.

""Saya rasa di tim itu pasti ada pemain lain disiapkan. Makanya di tim itu ada
alternatif yang bisa menggantikan ketika pemain inti tidak bisa main,""
paparnya.

Assegaf berharap tim besutan Bernardo Tavares bisa meraih kemenangan. Hal ini
agar skuad Juku Eja tetap berada di puncak klasemen Liga 1.

Saat ini PSM Makassar menduduki posisi 2 dengan poin 32 atau sama dengan
pemuncak klasemen Madura United. Sementara Borneo FC terus membayangi di
posisi 3 dengan 31 poin, disusul Bali United di posisi 4 dengan 30 poin.

""Mudah-mudahan PSM bisa meraih kemenangan hasil positif dan bisa meraih 3
poin,"" pungkas Assegaf.

Untuk diketahui, Diego terlibat saling ludah dan pukulan dengan striker
Michael Krmencik pada pertandingan Persija vs Borneo FC pada Selasa (6/12)
lalu. Alhasil, kapten Borneo FC tersebut diganjar kartu merah.

Situasi tersebut membuat Komdis PSSI memberikan sanksi larangan bermain
sebanyak delapan pertandingan Liga 1. Diego juga dikenakan denda sebesar Rp10
juta.

  
  
  
[Gambas:Video 20detik]  

 "
8751,-,-,-,-,-,-,"\-

Kebijakan luar negeri Republik Islam Iran mengalami banyak pasang surut sejak
didirikan pada 1979. Dikarenakan perubahan sistem pemerintahan negara dan
pembentukan sistem politik baru serta kondisi internal dan internasional, kami
dapat menyaksikan kebijakan luar negeri yang berbeda pada setiap pemerintahan
yang berkuasa di Iran. Namun, Republik Islam Iran, dengan mempertimbangkan
stabilisasi situasi dan pemahaman kondisi, telah menjalankan kebijakan luar
negeri yang konstruktif dan terarah.

Perkembangan dunia saat ini memperlihatkan bahwa usaha seluruh negara-negara
dunia tertuju untuk meningkatkan kekuatan, kekayaan, status dan martabat
mereka di antara negara-negara lainnya dan untuk mencapainya, mereka
menggunakan berbagai alat dan pendekatan yang mereka miliki. Di masa lalu,
sebagian besar alat ini didasarkan pada hard power yaitu dengan menggunakan
kekuatan militer dan koalisi untuk mencapai tujuan internasional mereka.

Namun dewasa ini, dengan perubahan besar yang terjadi dalam sistem
internasional baik dari segi teori maupun praktek menyebabkan alat-alat yang
digunakan oleh negara-negara dunia untuk mencapai tujuan internasionalnya
mengalami evolusi. Saat ini, dapat dilihat bahwa negara-negara dunia telah
beralih menggunakan _soft power_ yang didasarkan pada nilai-nilai budaya dan
sosial mereka, selain penggunaan _hard power_ yang didasarkan pada
militerisme. Pendekatan yang menggunakan _soft power_ dapat dilihat sebagai
kemampuan suatu negara untuk memenuhi keinginan dan tujuannya melalui seni
komunikasi dan berdiplomasi dan bukan melalui paksaan kehendak.

Diplomasi publik adalah salah satu bentuk kekuatan _soft power_ di mana
melaluinya pemerintah negara-negara dunia mencoba membentuk opini publik
sehingga mereka menghadapi lebih sedikit masalah untuk mencapai tujuan
kebijakan luar negeri mereka. Dalam diplomasi publik, pendekatan-pendekatan
seperti seni, olahraga, pengetahuan, budaya, sejarah, dan agama memainkan
peran kunci, dan para pejabat negara dengan memberikan ruang kepada para LSM
dan berbagai organisasi non pemerintah, mempersiapkan landasan bagi
pembentukan komunikasi dan diplomasi olahraga, budaya, ilmiah, dan seni antar
berbagai bangsa dan negara.

Dewasa ini diplomasi olahraga, berhasil menjadi alat yang efisien dan
fleksibel dalam kebijakan luar negeri berbagai negara dunia. Pendekatan ini
merupakan dasar untuk meningkatkan hubungan antarbangsa di mana peningkatan
pemahaman antarnegara serta penciptaan perdamaian dan stabilitas internasional
merupakan sebagian hasil nyata dari diplomasi olahraga.

Saat ini, dengan ketidakefektifan solusi militer dalam menyelesaikan
perselisihan dan konflik global serta membangun keamanan internasional,
kebutuhan untuk menggunakan diplomasi olahraga sebagai solusi mendasar di
antara pemerintah semakin terasa. Olahraga dapat menyatukan masyarakat dari
semua negara di dunia, melampaui perbedaan mereka dalam bahasa, ras, ideologi,
budaya, dan lain-lain, serta menciptakan suasana kemanusiaan yang menakjubkan.

Seperti lima cincin yang terhubung, yang merupakan simbol dari lima benua di
dunia yang terukir pada bendera putih Olimpiade, yang merupakan simbol
ketulusan dan persatuan. Atau seperti piala sepak bola dunia yang sekarang ini
sedang diselenggarakan di Qatar, merupakan kesempatan bagi semua negara di
dunia untuk mengenali dan mengembangkan kerjasama di antara mereka melalui
pendekatan diplomasi olahraga. Bagi Republik Islam Iran, berpartisipasi dalam
ajang global ini dan menampilkan kinerja terbaiknya selalu menjadi prioritas.

Secara umum, Republik Islam Iran selalu menjadi salah satu negara sukses di
antara negara-negara Islam dan kawasan Timur Tengah khususnya dalam ajang
internasional. Pada tahun-tahun setelah berdirinya Republik Islam Iran,
meskipun perang selama delapan tahun dipaksakan kepada negara kami dan Iran
dihadapkan pada situasi dimana harus menerima tekanan unilateral dalam
menghadapi berbagai sanksi ilegal, kehadiran kami di kancah olahraga
internasional sering disertai dengan kesuksesan besar.

Sejalan dengan penggunaan pendekatan diplomasi olahraga dalam sistem kebijakan
luar negeri, Republik Islam Iran telah mencoba meningkatkan peringkat dunia
olahraga Iran selama bertahun-tahun di mana hari ini Iran dalam olahraga
beregu voli duduk putra Iran menduduki peringkat pertama dunia dan kedua di
bidang olahraga kabaddi. Di cabang sepak bola pantai, Iran menempati urutan
ketiga dunia. Di futsal, Iran menempati urutan keenam dunia. Dalam bola voli
putra, Iran adalah negara terbaik kedelapan di dunia. Iran juga menduduki
peringkat ke-10 dunia dalam bola basket kursi roda. Dalam bola tangan pantai,
bola basket, dan sepak bola, Iran masing-masing menempati peringkat 22, 24,
dan 37 di dunia.

Dalam olahraga individu juga Iran memiliki peringkat yang baik. Iran menempati
urutan pertama di dunia dalam cabang olahraga angkat besi. Gulat gaya bebas
dan wushu Iran juga selalu berada di peringkat teratas dunia. Iran juga
menempati urutan ketiga dalam taekwondo di dunia. Begitu juga peringkat ke-4
di dunia dalam olahraga anggar dan ke-10 dalam panahan pria.

Pencapaian kesuksesan tersebut di atas terjadi pada situasi di mana Iran
menghadapi sanksi dan tekanan unilateral ilegal. Keberhasilan di berbagai
cabang olahraga bersama dengan pencapaian lain seperti kemajuan ilmu
pengetahuan dan teknologi terkini, membuat Iran memperoleh prestise dan pujian
internasional.

Kompleksitas dunia mengharuskan semua pihak yang ingin memajukan kepentingan
nasionalnya untuk banyak memberikan perhatian kepada diplomasi publik
khususnya diplomasi olahraga. Saat ini hampir seluruh negara di dunia yang
mencoba menggunakan pendekatan olahraga dalam kerangka bilateral, regional dan
global untuk meningkatkan tingkat hubungan politik luar negeri mereka. Tak
terlepas di Republik Islam Iran pun dalam praktek kebijakan luar negeri
mengedepankan diplomasi olahraga melalui berbagai mekanisme dan cara antara
lain pembentukan Federasi Olahraga Solidaritas Wanita Muslim pada tahun 1991,
pembentukan Federasi Olahraga Asia Barat di Tehran pada 1997 dan pendirian
dari Federasi Internasional Olahraga Zurkhaneh (IZSF) pada 2004 di mana
Indonesia merupakan salah satu anggotanya.

Dalam konteks hubungan bilateral antara Republik Islam Iran dan Republik
Indonesia, kedua negara telah menjalin kerjasama yang sangat baik di bidang
diplomasi olahraga dalam rangka memperluas hubungan dan interaksi antar
masyarakat mereka. Pertukaran pelatih di berbagai bidang olahraga seperti
futsal, gulat dan panahan, mengadakan latihan dan laga persahabatan,
partisipasi aktif dalam cabang olahraga nasional nasional kedua negara seperti
olahraga zurkhaneh Iran dan olahraga pencak silat Indonesia adalah beberapa
contoh kerja sama olahraga yang sedang dijalankan oleh Iran dan Indonesia.

Pada akhirnya kata, perlu ditekankan bahwa para pemerintah berbagai negara
dunia menggunakan olahraga untuk membangun identitas yang diinginkan sekaligus
melakukan interaksi dengan masyarakat negara lain. Hasil dari diplomasi
olahraga yang baik adalah konvergensi dan kedekatan antara berbagai bangsa
yang akan menyebabkan perluasan perdamaian dan keamanan antara masyarakat
berbagai negara dunia negara tak mempedulikan apa pun agama, kepercayaan, dan
pandangan politik mereka. Sungguh ini adalah pendekatan yang paling banyak
dibutuhkan oleh dunia saat ini dikarenakan melalui diplomasi olahraga
kesalahpahaman, perang dan ketidakamanan akan digantikan oleh interaksi,
perdamaian dan persahabatan.

_Duta Besar Republik Islam Iran untuk Indonesia_

 __

 "
