,new_kec,old_kec,new_kab,old_kab,new_prov,old_prov,berita
4391,-,-,belitung,belitung,bangka belitung,bangka belitung,"\-

Masa operasi pencarian tim SAR gabungan terhadap pilot helikopter Baharkam
Polri, AKP Arif Rahman Saleh yang jatuh di perairan Kabupaten Belitung, Bangka
Belitung (Babel) diperpanjang tiga hari. Pilot helikopter nahas itu hingga
kini belum ditemukan.

""Ada penambahan perpanjangan Ops SAR 3 hari ke depan,"" ujar Kepala Basarnas
Babel, Imade Oka Astawa saat dikonfirmasi detikSumut, Sabtu (3/12/2022).

Menurutnya, perpanjangan operasi pencarian selama tiga hari ditetapkan setelah
pilot dan badan pesawat belum ditemukan. Diduga korban masih berada di dalam
pesawat. Proses pencarian jenazah pilot helikopter itu dilakukan oleh tim SAR
gabungan dan nelayan setempat.

  

""Fokus pencarian _underwater search_ dengan area 50% yang belum ter-cover dari
datum area yang direncanakan,"" kata Oka.

""Untuk proses pencarian perpanjangan 3 hari dengan menggunakan alat yang
terbatas pada pencarian _electronic search_ dan penyelaman,"" timpanya.

Lanjut Oka, untuk proses pencarian hari ini tim SAR gabungan tidak menemukan
kendala. Proses pencarian berjalan lancar namun korban dan helikopter nahas
itu belum ditemukan.

""Proses pencarian hari ini seluruh metode dilaksanakan, proses scan di bawah
permukaan masih di laksanakan KRI Spica, sampai saat ini belum ditemukan
bangkai helikopternya,"" tegasnya.

Sementara itu, hingga hari ke tujuh proses pencarian terhadap helikopter
Baharkam Polri yang jatuh di peraian Belitung Timur berisikan 4 orang itu baru
ditemukan 3 korban dalam kondisi meninggal dunia dan 25 item serpihan
helikopter. Untuk pilot AKP Arif Rahman Saleh hingga kini belum ditemukan.

  
  
  
[Gambas:Video 20detik]  

 "
4392,cilandak,cilandak,jakarta selatan,jakarta selatan,dki jakarta,dki jakarta,"Kecelakaan lalu lintas antara pengendara motor dengan pengemudi mobil terjadi
di Jalan Raya Fatmawati, Cilandak, Jaksel pada Senin (19/12/2022) sekitar
pukul 04.00 WIB.

Motor yang terlibat dalam kecelakaan mengangkut tiga penumpang.

Dalam insiden itu, satu dari tiga pengendara motor berinisial JM (33)
meninggal dunia di lokasi kejadian.

""Yang satu meninggal (di TKP), satunya masih dirawat di RS Fatmawati. Satunya
selamat luka ringan,"" ujar Kanit Laka Lantas Polres Metro Jakarta Selatan AKP
Suharno kepada wartawan, Selasa (20/12/2022).

Suharno menjelaskan, peristiwa itu terjadi saat motor melaju dari arah Rumah
Sakit Fatmawati. Kemudian, ada mobil yang hendak memutar balik di lokasi
kejadian.

Lantaran tidak sempat mengerem, motor yang membawa tiga orang itu lalu
menabrak mobil tersebut. Setelah itu, motor menabrak pembatas jalan dan tiang
listrik.

""Itu dia arah lurus terus ada mobil mutar arah balik, (pengendara motor)
tabrak pembatas terus tabrak tiang listrik,"" jelas Suharno.

Ia mengatakan, saat ini kasus tersebut masih dalam penyelidikan Polres Jaksel.

 "
4393,-,-,bandung barat,jakarta pusat,jawa barat,dki jakarta,"\- Menteri Koordinator Bidang Maritim dan Investasi (Kemenko Marves) Luhut
Binsar Pandjaitan mengatakan, kecelakaan di jalur Kereta Cepat Jakarta-Bandung
(KCJB) tidak akan mempengaruhi target penyelesaian proyek.

Kereta teknis pada proyek KCJB mengalami mengalami kecelakaan pada Minggu
(18/12/2022) kemarin. Akibat tragedi itu, dua orang meninggal dunia.

Adapun Presiden Joko Widodo sebelumnya menyatakan, KCJB akan mulai beroperasi
pada Juni 2023.

Tetap (tepat waktu), kamu jangan mau lambat, kata Luhut saat ditemui awak
media di Thamrin Nine Ballroom, Jakarta Pusat, Selasa (20/12/2022).

Luhut juga menepis anggapan bahwa keputusan Kementerian Perhubungan (Kemenhub)
menghentikan sementara pembangunan KCJB itu akan mengganggu target proyek.

Menurut dia, penghentian sementara itu dilakukan untuk investigasi penyebab
kecelakaan.

Lagi diinvestigasi, paling berapa hari itu, enggak ada pengaruh, kata Luhut.

Menurut dia, kecelakaan kereta teknis itu disebabkan _human error_. Adapun
kereta tersebut bertugas mengambil dan mengantar barang.

Luhut juga membenarkan bahwa dua warga negara China yang bekerja sebagai
teknisi di lokasi tersebut meninggal dunia.

Saya pikir dari laporan sementara, sementara ada penurunan kecepatan dalam
hal ini remnya, ujar Luhut.

Kereta teknis pada proyek KCJB mengalami kecelakaan pada Minggu (18/12/2022)
sekitar pukul 17.00 WIB.

Kereta itu keluar dari jalur di sekitar Desa Cempaka Mekar, Padalarang,
Kabupaten Bandung Barat.

Kereta teknis itu terdiri dari lokomotif diesel dan mesin pemasang rel yang
dioperasikan oleh kontraktor Sinohydro.

Direktur Utama PT Kereta Cepat Indonesia-China (KCIC) Dwiyana Slamet Riyadi
mengatakan, kecelakaan itu mengakibatkan 2 orang tewas, 2 orang luka
sedang/berat, dan dua orang luka ringan.

""Semua merupakan teknisi dari Kontraktor Sinohydro dan berwarga negara
Tiongkok,"" kata Dwiyana dalam keterangannya, Senin (19/12/2022).

 "
4394,-,-,-,-,-,-,"\-

Song Joong Ki merupakan aktor Korea Selatan yang dikenal lewat sejumlah drama
populer. Terbaru, Song Joong Ki membintangi drama Reborn Rich.

Aktor tampan ini telah membintangi sejumlah drama dengan berbagai genre. Mulai
action hingga romansa.

Drama yang dibintangi Song Joong Ki kerap laris dengan meraup rating tinggi.
Beberapa drama populer hingga mancanegara seperti Vincenzo dan Descedants of
The Sun.

  

Berikut sejumlah drama populer yang dibintangi Song Joong Ki seperti dirangkum
dari berbagai sumber:

## 1\. Reborn Rich

Reborn Rich menjadi drama terbaru Song Joong Ki. Drama ini diadaptasi dari
sebuah web novel Chaeboljib Maknaeadeul yang ditulis oleh San Kyeong.

Song Joong Ki berperan sebagai Yoon Hyun Woo, seorang sekretaris keluarga
chaebol yang kaya raya. Yoon Hyun Woo bertugas menyembunyikan skandal keluarga
Sunyang Group.

Yoon Hyun Woo dianggap oleh keluarga chaebol sebagai orang yang serba bisa
dalam melakukan pekerjaan. Selain itu, ia juga rela melakukan apapun demi
keluarga konglomerat tersebut.

Pada suatu hari Yoon Hyun woo dikejar dan diculik oleh komplotan misterius
kemudian mendorongnya ke tebing. Hal ini terjadi pada saat ia melakukan misi
untuk mengambil aset Sunyang yang bocor ke luar negeri.

Namun, ternyata Yoon Hyun Woo terlahir kembali di tubuh seorang anak bernama
Jin Do Joon, yang tak lain adalah anak dari putra ketiga Jin Yang Chul,
presiden pertama Sunyang Group.

Pembalasan dendam pun akhirnya direncanakan. Yoo Hyun alias Do Joon berusaha
untuk mengambil alih perusahaan tersebut.

## 2\. Vincenzo

Vincenzo adalah salah satu drama yang dibintangi Song Joong Ki dan populer
hingga manca negara yang dirilis pada 2021 lalu. Tidak sedikit kdrama lovers
yang jatuh cinta pada pesona Song Joong Ki dalam drama ini.

Drama ini mengisahkan Park Joo Hyung (Song Joong Ki) pergi ke Italia waktu
usia 8 tahun. Park Joo Hyung berganti nama menjadi Vincenzo Cassano usai
diadopsi oleh Don Fabio seorang kepala keluarga mafia Cassano.

Vincenzo Cassano menjadi pengacara Italia, anggota mafia dan merupakan orang
kepercayaan Fabio hingga waktu kematiannya. Setelah ayahnya meninggal, Paolo
sebagai putra kandung dan pengganti Fabio, ingin membunuh Vincenzo.

Vincenzo kemudian kabur ke Korea Selatan. Selain untuk menyelamatkan diri ia
pun mulai memburu harta karun yang disembunyi oleh seorang hartawan.

Vincenzo adalah orang yang membantu seorang hartawan tersebut untuk
menyembunyikan emasnya di lemari besi di bawah sebuah gedung. Orang yang
menyembunyikan emas tersebut kemudian meninggal, tanpa seorang pun yang
mengetahui cara mengambilnya.

Bahkan Vincenzo sekali pun tidak mengetahuinya. Pada suatu hari kemudian,
gedung tempat emas itu berada telah diambil alih secara ilegal oleh perusahaan
real estate.

Vincenzo pun melakukan berbagai cara untuk mengambil kembali gedung tersebut.
Pada saat itulah perebutan emas semakin memanas.

## 3\. Descedants of The Sun

Drama Song Joong Ki yang populer lainnya adalah Descendants of The Sun. Drama
yang ini mengusung genre romantis ini tayang pada tahun 2016.

Berkisah tentang Kapten Yoo Si Jin (Song Joong Ki) seorang pasukan khusus
Tentara Angkatan Darat Korea Selatan. Yoo Si Jin memimpin sebuah kelompok
khusus bernama Tim Alpha.

Berawal dari Yoo Si Jin dan Sersan Mayor Seo Dae Young menangkap seorang
pencuri. Kemudian pencuri tersebut terluka dan dikirim ke Rumah Sakit Haeung,
tempat dokter Kang Mo Yeon bekerja.

Pada saat itulah Si Jin bertemu dengan Mo Yeon (Song Hye Kyo). Kemudian
akhirya Si Jin terpesona dengan kecantikan Dokter Kang Mo Yeon.

Mereka pun berkenalan dan menjadi akrab. Namun karena tugas mereka beberapa
kali gagal membuat janji untuk keluar bersama.

Seiring berjalannya waktu, Mo Yeon akhirnya mengetahui kebenaran tentang
pekerjaan Si Jin sebagai tentara yang membuatnya shock. Oleh karena itu, Mo
Yeon akhirnya memutus hubungan dengan Si Jin.

Lalu Si Jin ditugaskan di tempat lain untuk menjaga perdamaian, yaitu negeri
fiksional Urk. Tidak lama kemudian, Mo Yeon juga dipindah tugaskan ke Urk
karena menolak permintaan hubungan seksual direktur Rumah Sakit Haesung.

## 4\. The Innocent Man

The Innocent Man merupakan drama lawas bintang Song Joong Ki. Film ini pertama
kali tayang pada 2012 di saluran TV KBS2 dan memiliki judul lain, Nice Guy.

Selain Song Joong Ki, drama ini juga dibintangi Moon Chae Won dan Park Shi
Yeon. Drama bergenre romance dan melodrama ini mendapat rating cukup tinggi.

The Innocent Man bercerita tentang kemalangan nasib yang menimpa Kang Ma Ru
(Song Joong Ki). Kang Ma Ru adalah pria kurang mampu, tapi memiliki sifat baik
hati dan otak cerdas.

Berkat kecerdasannya, ia berhasil meraih beasiswa dan kuliah di jurusan
kedokteran. Sayangnya, Ma Ru terlalu mencintai teman masa kecilnya, Han Jae Ha
(Park Shi Yeon). Jae Ha adalah perempuan ambisius yang rela melakukan apa pun
asal keinginannya tercapai.

Jae Ha tak sengaja membunuh orang dan meminta pertolongan Ma Ru. Saking
cintanya pada Jae Ha, Ma Ru rela berkorban dengan mengaku sebagai pembunuh
hingga ia dipenjara. Masa depan cerah Ma Ru sebagai calon dokter pun lenyap
seketika.

Ma Ru baru menyadari telah berkorban untuk orang yang salah. Jae Ha
mengkhianatinya dan menjadi simpanan pria kaya.

Bertahun-tahun kemudian, saat di pesawat, Ma Ru terpaksa menolong seorang
wanita Seo Eun Gi (Moon Che Won) yang sedang dalam kondisi darurat dengan
bekal pengetahuannya dulu saat kuliah kedokteran. Sejak saat itu, Eun Gi dan
Ma Ru sering tak sengaja bertemu dan Eun Gi pun jatuh cinta padanya.

Menariknya, Eun Gi adalah putri dari pria kaya yang menjadi suami Jae Ha. Ma
Ru pun berniat memanfaatkan Eun Gi untuk membalas dendam pada Jae Ha.

## 5\. Sungkyunkwan Scandal

Sungkyunkwan Scandal merupakan drama Korea bertema sejarah yang diadaptasi
dari novel berjudul Sungkyunkwan Yoosaengdeului Nanal karya Jung Eun Gwol.
Drama yang dirilis pada 2010 ini dibintangi Park Min Young, Park Yoo Chun,
Song Joong Ki, Yoo Ah In, dan Seo Hyo Lim.

Cerita drama Sungkyunkwan Scandal berlatar pada era Dinasti Joseon, ketika
para perempuan tak diizinkan mengenyam pendidikan. Dikisahkan Kim Yun Hee
(Park Min Young) adalah seorang gadis yang cerdas dan mandiri.

Sejak ayahnya meninggal, ia menjadi tulang punggung keluarganya. Suatu ketika,
penyakit adik laki-lakinya memburuk dan keluarganya terancam diusir karena tak
mampu membayar sewa. Di tengah situasi tersebut, Yun Hee nekat menyamar
menjadi laki-laki supaya bisa mengikuti ujian nasional yang seharusnya diikuti
adiknya.

Yun Hee berkenalan dengan Lee Seon Joon (Park Yoo Chun), keturunan bangsawan
yang sangat tampan tapi agak sombong. Mereka berdua lulus ujian nasional dan
akhirnya berbagi kamar di Universitas Sungkyunkwan.

Di Universitas Sungkyunkwan, Yun Hee kemudian berkenalan dengan Goo Yong Ha
(Song Joong Ki) dan Moon Jae Shin (Yoo Ah In). Yong Ha dikenal sebagai playboy
yang pandai bernyanyi, sementara Jae Shin adalah putra dari politisi yang
terkenal sangat ceroboh sehingga sering terlibat dalam masalah.

Yong Ha menjadi orang pertama di Universitas Sungkyunkwan yang mengetahui
kalau Yun Hee adalah perempuan. Awalnya, Yong Ha tak tertarik membocorkan
rahasia Yun Hee dan memilih mengamatinya. Namun, seiring berjalannya waktu,
Yong Ha mulai meminta uang tutup mulut.

## 6\. Arthdal Chronicles

Drama berikutnya yang dibintangi oleh Song Joong Ki ialah Arthdal Chronicles
yang dirilis pada 2019. Arthdal Chronicles menceritakan mengenai wilayah
bernama Arthdal pada zaman kuno.

Arthdal Chronicles juga merupakan drama reuni antara Song Joong Ki dan Kim Ji
Won yang sebelumnya sama-sama membintangi drama Descendants of The Sun. Song
Joong Ki berperan sebagai Eunseom, seorang anak yang lahir dengan nasib
membawa bencana untuk wilayah Arthdal. Karena perjuangan ibunya untuk
menyelamatkannya, Eun Seom mengalami hidup yang sulit.

Hingga kemudian ia kembali lagi ke Arthdal untuk mengetahui asal-usulnya dan
menghidupkan kembali sukunya. Uniknya, dalam drama ini, Song Joong Ki
memainkan dua peran sekaligus sebagai Eunseom dan kembarannya, Sa-Ya.

Sementara itu, Tanya yang diperankan oleh Kim Ji Won juga terlahir dengan
nasib yang sama dengan Eunseom. Ia merupakan penerus dari suku Wahan. Tanya
berambisi untuk menjadi seorang politisi.

Selain Eunseom dan Tanya, terdapat Tagon yang merupakan pahlawan perang
Arthdal. Ia membuka jalan untuk Arthdal menjadi sebuah negara yang makmur.
Tagon memiliki keinginan untuk menguasai Arthdal dan menjadi raja pertama.

Arthdal Chronicles ditayangkan oleh stasiun TV kabel tvN dengan 18 episode.
Bunda dapat menikmati drama Korea Arthdal Chronicles melalui layanan streaming
Netflix.

Selain Song Joong Ki dan Kim Ji Won, Arthdal Chronicles juga dibintangi banyak
nama besar lainnya seperti Jang Dong Gun, Kim Ok Vin, Yoo Teo, dan masih
banyak lagi.

  
  
  
[Gambas:Video 20detik]  

 "
4395,-,-,belitung,belitung,bangka belitung,bangka belitung,"\-

Kepala Basarnas Bangka Belitung (Babel), Imade Oka Astawa menduga jenazah
pilot helikopter Polri yang jatuh di perairan Belitung AKP Arif Rahman Saleh,
yang hingga kini belum berhasil ditemukan masih berada di dalam badan
helikopter. Tim SAR gabungan pun memperpanjang proses pencarian selama tiga
hari.

""Evaluasi hari ini, masih ada dugaan korban (pilot) masih berada di dalam
badan pesawat. Untuk itu, jika menemukan helikopter tersebut, ada dugaan
korban dapat kita temukan,"" kata Imade Oka Astawa, dilansir detikSumut, Minggu
(4/12/2022).

Memasuki hari ketujuh, proses pencarian terus dilakukan yakni melalui udara
dan laut dengan menggunakan 20 kapal gabungan termasuk pencarian di bawah
permukaan air, namun korban masih belum ditemukan.

Adanya dugaan korban masih di dalam badan pesawat, tim SAR gabungan
memperpanjang proses pencarian pilot AKP Arif Rahman Saleh dan bangkai
helikopter. Untuk tiga hari ke depan, tim SAR gabungan akan memfokuskan
pencarian di bawah air.

""Kita akan memaksimalkan pencarian di bawah permukaan. Karena hingga saat ini
target belum ditemukan terutama badan helikopter yang sampai saat ini masih
terus dilakukan pencarian,"" kata Kepala Basarnas.

Sebelumnya diberitakan, masa operasi pencarian tim SAR gabungan terhadap pilot
helikopter Baharkam Polri, AKP Arif Rahman Saleh, yang jatuh di perairan
Kabupaten Belitung, Bangka Belitung (Babel) diperpanjang tiga hari. Pilot
helikopter nahas itu hingga kini belum ditemukan.

 _Simak selengkapnyadi sini._

[Gambas:Video 20detik]

  
  

 "
4396,-,-,belitung timur,belitung timur,bangka belitung,bangka belitung,"\-

Jenazah 2 kru helikopter Polri yang jatuh di Kabupaten Belitung Timur, Bangka
Belitung (Babel), dikembalikan ke keluarga masing-masing. Upacara kehormatan
pelepasan jenazah dipimpin langsung oleh Kapolri Jendral Listyo Sigit Prabowo.

""Hari ini kita akan mengantarkan jenazah saudara kita, sahabat kita, teman
seperjuangan kita yang telah gugur dalam tugas,"" kata Sigit dalam upacara
kehormatan pelepasan jenazah di Lapangan Mako Polairud, Bandara Pondok Cabe,
Tangerang Selatan, Rabu (30/11/2022).

Sigit menyebutkan peristiwa hilang kontak helikopter polisi ini merupakan
musibah yang tak pernah diduga dan diinginkan. Tak lupa, ia juga menyampaikan
belasungkawa atas kepergian 2 anggota Polri tersebut.

""Mari kita bersimpati atas perjuangan kawan-kawan kita. Kita doakan semoga
almarhum dapat tempat yang terbaik di sisi Allah dan keluarga yang
ditinggalkan diberikan ketabahan atas musibah yang terjadi saat ini,"" ucap eks
Kabareskrim itu.

Pantauan di lokasi, prosesi pelepasan berlangsung sekitar pukul 10.00 WIB.
Suasana bertambah haru ketika jenazah dibawa diiringi lantunan musik disertai
ucapan penghormatan terakhir.

Jenazah Briptu Moch Lasminto, yang akan dimakamkan di Serang, Banten, dibawa
menggunakan ambulans ke sebelah kiri lapangan.

Sementara jenazah Bripda Khoirul Anam, yang akan dimakamkan di Magetan, Jawa
Timur, dibawa menggunakan pesawat P-4501 milik Polri sekitar pukul 10.10 WIB.

 "
4397,padalarang,padalarang,bandung barat,bandung barat,jawa barat,jawa barat,"\- Ani (55), saksi mata di lokasi kejadian menceritakan kecelakaan kereta
kerja di lintasan Kereta Cepat Jakarta-Bandung (KCJB).

Kecelakaan tersebut terjadi di daerah Cempaka Mekar, Kecamatan Padalarang,
Kabupaten Bandung Barat, Minggu (18/12/2022).

Peristiwa itu bermula saat lokomotif kereta cepat berwarna hijau melaju
kencang dari arah Padalarang menuju Jakarta sekitar pukul 16.00 WIB.

""Sementara pemasangan rel kan baru sampai sini. Kereta (lokomotif) dari arah
Padalarang melesat keluar lintasan,"" kata Ani dikutip dari Tribun Jabar.

Lokomotif yang terlempar keluar lintasan sepanjang kurang lebih 200 meter dari
ujung rel itu lantas menabrak kereta teknis berwarna kuning yang tengah berada
di luar rel kereta.

Ani melihat kereta melaju cepat, terlepas dari ujung rel (anjlok) yang sedang
dipasang.

""Setelah keluar lintasan terus nabrak alat berat warna kuning (kereta teknis).
Setelah itu gelap sama debu sampai enggak kelihatan,"" ungkap Ani.

Direktur Keselamatan Perkeretaapian Kementerian Perhubungan, Edi Nursalam,
menduga ada kelalaian dalam insiden kecelakaan ini.

""Ini kita sedang investigasi, tapi enggak tahu siapa yang salah, apakah
orangnya atau alatnya, belum tahu,"" tutur dia.

Proyek pembangunan kereta cepat Jakarta-Bandung (KCJB) dihentikan sementara
imbas anjloknya kereta teknis proyek tersebut.

Juru Bicara Kementerian Perhubungan, Adita Irawati mengatakan, penghentian
pengerjaan proyek KCJB dilakukan di ruas jalur terdampak insiden kereta anjlok
yang terjadi pada lokasi Track Laying KCJB pada ruas jalur DK 102+309.

Sarana tersebut dimiliki oleh PT Kereta Cepat Indonesia China (KCIC) dan
digunakan untuk pembangunan jalur rel, bukan sarana atau kereta yang akan
digunakan untuk mengangkut penumpang.

""Sesuai ketentuan yang berlaku, kegiatan pembangunan akan dihentikan sementara
untuk dilakukan proses investigasi lebih lanjut,"" kata Adita dalam keterangan
resmi, Senin (19/12/2022).

Adita menambahkan, usai Direktorat Jenderal Perkeretaapian (DJKA) melakukan
identifikasi dan investigasi, temuan dan hasil rekomendasi yang bisa dijadikan
acuan untuk meningkatkan aspek keselamatan pada proyek pembangunan
perkeretaapian akan dilaporkan.

Akibat kejadian ini 6 orang menjadi korban, 2 di antaranya meninggal, 2 luka
berat, dan 2 luka ringan.

Semua korban adalah Warga Negara (WN) China yang merupakan pekerja di proyek
tersebut.

_Artikel ini telah tayang di TribunJabar.id dengan judulProyek Kereta Cepat
Disetop Sementara, Dampak Kecelakaan, Lokomotif Terlempar Ratusan Meter_

 "
4398,kampar kiri,rumbai,kampar,pekanbaru,riau,riau,"\- Seorang pengendara sepeda motor tewas setelah bertabrakan dengan mobil truk
trailer, di Jalan Yos Sudarso Km 21 Kecamatan Rumbai, Kota Pekanbaru, Riau,
Senin (19/12/2022), sekitar pukul 14.00 WIB.

Kepala Satuan Lalulintas (Kasatlantas) Polresta Pekanbaru, Kompol Birgitta
Atvina Wijayanti mengatakan, korban bernama Rehan Moses Sihombing, warga Desa
Sungai Bungo, Kecamatan Kampar Kiri, Kabupaten Kampar.

Pelajar berusia 15 tahun itu tewas akibat mengalami luka berat di kepala.

""Korban meninggal dunia di tempat kejadian perkara (TKP), usai bertabrakan
dengan truk trailer,"" sebut Birgitta dalam keterangan tertulis yang diterima
Kompas.com, Senin.

Berdasarkan analisa kasus, sambung dia, kecelakaan terjadi akibat korban tidak
berhati-hati dan konsentrasi dalam mengendarai sepeda motornya.

""Pada saat di tikungan, korban menikung terlalu lebar ke arah berlawanan.
Sehingga bertabrakan dengan mobil truk,"" kata Birgitta.

Dia menjelaskan, korban mengendarai sepeda motor matik sendirian, bergerak di
Jalan Yos Sudarso dari arah utara menuju selatan.

Sesampainya di Km 21, korban menikung terlalu melebar lalu bertabrakan dengan
truk trailer yang datang dari arah berlawanan.

Truk tersebut, dikemudikan oleh Irfan Simanjuntak (43) dengan seorang
penumpang, Muhammad Wahyu Rafiki (27). Kasus kecelakaan lalulintas itu telah
ditangani Satlantas Polresta Pekanbaru.

""Jenazah korban dibawa ke RSUD Arifin Achmad Pekanbaru,"" sebut Birgitta.

Sementara kerugian materil akibat kecelakaan lalulintas itu, sambung dia,
ditaksir sekitar Rp 5 juta.

Untuk mencegah terjadinya kecelakaan lalulintas, Birgitta mengimbau masyarakat
agar berhati-hati dan konsentrasi saat berkendara.

""Kami mengimbau, agar dalam berkendara selalu utamakan keselamatan. Kemudian,
pastikan kondisi kita dan kendaraan dalam kondisi siap untuk berkendara,""
pungkas Birgitta.

 "
4399,-,-,belitung,belitung,bangka belitung,bangka belitung,"\-

Kepala Basarnas Babel, Imade Oka Astawa menduga jenazah pilot helikopter yang
jatuh di perairan Belitung AKP Arif Rahman Saleh, yang hingga kini belum
berhasil ditemukan masih berada di dalam badan helikopter. Tim SAR gabungan
pun memperpanjang proses pencarian selama tiga hari.

""Evaluasi hari ini, masih ada dugaan korban (pilot) masih berada di dalam
badan pesawat. Untuk itu, jika menemukan helikopter tersebut, ada dugaan
korban dapat kita temukan,"" jelas Imade Oka Astawa, Sabtu (3/12/2022) malam.

Memasuki hari ke tujuh, proses pencarian pun terus dilakukan yakni melalui
udara dan laut dengan menggunakan 20 kapal gabungan termasuk pencarian di
bawah permukaan air, namun korban masih belum ditemukan.

  

Adanya dugaan korban masih di dalam badan pesawat, tim SAR gabungan
memperpanjang proses pencarian pilot AKP Arif Rahman Saleh dan bangkai
helikopter. Untuk tiga hari ke depan tim SAR gabungan akan memfokuskan
pencarian di bawah air.

""Kita akan memaksimalkan pencarian di bawah permukaan. Karena hingga saat ini
target belum ditemukan terutama badan helikopter yang sampai saat ini masih
terus dilakukan pencarian,"" kata Kepala Basarnas.

Sebelumnya diberitakan, Masa operasi pencarian tim SAR gabungan terhadap pilot
helikopter Baharkam Polri, AKP Arif Rahman Saleh yang jatuh di perairan
Kabupaten Belitung, Bangka Belitung (Babel) diperpanjang tiga hari. Pilot
helikopter nahas itu hingga kini belum ditemukan.

Hingga hari ke tujuh proses pencarian, baru ditemukan 3 korban meninggal dari
4 penumpang di helikopter tersebut serta 25 item serpihan helikopter.

[Gambas:Video 20detik]

  
  

 "
4400,manggar,manggar,belitung timur,belitung timur,bangka belitung,bangka belitung,"\-

Helikopter Polri P-1103 jatuh di perairan Bangka Belitung, Minggu
(27/11/2022). Ada empat kru pesawat yang bertugas di dalam helikopter
tersebut. Helikopter tersebut awalnya sempat hilang kontak sebelum akhirnya
terjatuh.

Bagaimana kronologi jatuhnya helikopter tersebut? Simak penjelasan di bawah
ini.

##

## Kronologi Helikopter Polri Jatuh di Bangka Belitung

Karo Penmas Divisi Humas Polri Brigjen Ahmad Ramadhan menerangkan awal
helikopter Polri hilang kontak hingga dinyatakan jatuh di Bangka Belitung pada
Minggu (27/11/2022). Berikut poin-poin kejadiannya.

   08.15 WIB: Dua helikopter take off dari Palangkaraya menuju Pangkalan Bun. Kedua helikopter itu adalah P-1113 dan P-1103
   11.00 WIB: Dua helikopter tersebut tiba di Pangkalan Bun hendak menuju Tanjung Pandan
   13.45 WIB: Pada posisi 39 NM sebelum Tanjung Pandan Belitung, helikopter melewati cuaca buruk. Lalu, kapten pilot helikopter P-1113 mengambil keputusan untuk naik ke ketinggian 5000 kaki
   14.00 WIB: Kapten pilot helikopter P-1113 berusaha memanggil crew helikopter P-1103 melalui frekuensi radio helikopter, namun tidak ada jawaban.
   14.24 WIB: Kapten pilot helikopter P-1113 landing di Bandara Tanjung Pandan dan cek posisi helikopter P-1103 di tower, tetapi lost contact.

## Dugaan Penyebab Helikopter Jatuh di Belitung

Helikopter Polri P-1103 yang membawa empat orang kru hilang kontak di sekitar
perairan Desa Buku Limau, Kecamatan Manggar, Kabupaten Belitung Timur, Bangka
Belitung. Dugaan sementara menyebutkan helikopter tersebut jatuh akibat cuaca.

""Kita simpulkan sementara, helikopter jatuh karena cuaca di perairan Manggar
Belitung,"" ungkap Karo Penmas Divisi Humas Polri Brigjen Ahmad Ramadhan,
dikutip , Rabu (30/11/2022).

##

## 4 Kru Bertugas di Helikopter P-1103

Dilaporkan, ada empat kru yang bertugas sebagai pilot, kopilot, hingga
teknisi. Berikut nama dan tugas mereka yang disampaikan oleh Kabid Humas Polda
Kepulauan Bangka Belitung Kombes A Maladi.

  1. Pilot Pertama Ditpoludara AKP Arif Rahman Saleh
  2. Kopilot Pelaksana Lanjutan Dirpoludara Briptu Moch Lasminto
  3. Teknisi Pelaksana Ditpoludara Bripka Joko Mudo
  4. Teknisi Pelajsana Ditpoludara Bripda Muhammad Khoirul Anam.

 _Simak berita selengkapnya di halaman selanjutnya._

Halaman 1  2

Selanjutnya __

 "
